player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket
James Vaughan,30471,https://www.transfermarkt.com/james-vaughan/profil/spieler/30471,10/4/2005,16 years 08 months 27 days,16,Premier League,19/09/2009,21,21,Championship,16
Carlos Vela,35773,https://www.transfermarkt.com/carlos-vela/profil/spieler/35773,26/09/2007,18 years 06 months 28 days,18,LaLiga,27/08/2006,17,17,Segunda División,17
Apostolos Vellios,124495,https://www.transfermarkt.com/apostolos-vellios/profil/spieler/124495,18/10/2009,17 years 09 months 10 days,17,Super League 1,29/03/2014,22,22,Championship,17
Thomas Vermaelen,15904,https://www.transfermarkt.com/thomas-vermaelen/profil/spieler/15904,15/02/2004,18 years 03 months 01 day,18,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18
Nemanja Vidić,19726,https://www.transfermarkt.com/nemanja-vidi/profil/spieler/19726,21/07/2004,22 years 09 months 00 days,22,Premier Liga,No second tier career,No second tier career,No second tier career,No second tier career,22
Patrick Vieira,3183,https://www.transfermarkt.com/patrick-vieira/profil/spieler/3183,20/11/1993,17 years 04 months 28 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17
Sam Vokes,48078,https://www.transfermarkt.com/sam-vokes/profil/spieler/48078,15/08/2009,19 years 09 months 25 days,19,Premier League,9/8/2008,18,18,Championship,18
Reece Wabara,121416,https://www.transfermarkt.com/reece-wabara/profil/spieler/121416,22/05/2011,19 years 04 months 24 days,19,Premier League,1/10/2011,19,19,Championship,19
Martyn Waghorn,61674,https://www.transfermarkt.com/martyn-waghorn/profil/spieler/61674,26/12/2007,17 years 11 months 03 days,17,Premier League,22/11/2008,18,18,Championship,17
Theo Walcott,33713,https://www.transfermarkt.com/theo-walcott/profil/spieler/33713,19/08/2006,17 years 05 months 03 days,17,Premier League,6/8/2005,16,16,Championship,16
Kyle Walker,95424,https://www.transfermarkt.com/kyle-walker/profil/spieler/95424,27/03/2010,19 years 09 months 27 days,19,Premier League,25/04/2009,18,18,Championship,18
Jonathan Walters,3306,https://www.transfermarkt.com/jonathan-walters/profil/spieler/3306,24/08/2002,18 years 11 months 04 days,18,Premier League,30/01/2007,23,23,Championship,18
Stephen Ward,34691,https://www.transfermarkt.com/stephen-ward/profil/spieler/34691,22/08/2003,18 years 02 days,18,Premier Division,20/01/2007,21,21,Championship,18
Stephen Warnock,3308,https://www.transfermarkt.com/stephen-warnock/profil/spieler/3308,14/08/2004,22 years 08 months 02 days,22,Premier League,14/09/2002,20,20,First Division (until 03/04),20
Ben Watson,14081,https://www.transfermarkt.com/ben-watson/profil/spieler/14081,18/09/2004,19 years 02 months 09 days,19,Premier League,8/4/2003,17,17,First Division (until 03/04),17
Andreas Weimann,49693,https://www.transfermarkt.com/andreas-weimann/profil/spieler/49693,14/08/2010,19 years 09 days,19,Premier League,1/2/2011,19,19,Championship,19
Danny Welbeck,67063,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,15/11/2008,17 years 11 months 20 days,17,Premier League,26/01/2010,19,19,Championship,17
David Wheater,29199,https://www.transfermarkt.com/david-wheater/profil/spieler/29199,14/01/2006,18 years 11 months 00 days,18,Premier League,1/11/2006,19,19,Championship,18
Glenn Whelan,12124,https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124,16/08/2008,24 years 07 months 03 days,24,Premier League,6/8/2005,21,21,Championship,21
Dean Whitehead,13683,https://www.transfermarkt.com/dean-whitehead/profil/spieler/13683,13/08/2005,23 years 07 months 01 day,23,Premier League,7/8/2004,22,22,Championship,22
Andy Wilkinson,13616,https://www.transfermarkt.com/andy-wilkinson/profil/spieler/13616,16/08/2008,24 years 10 days,24,Premier League,31/01/2004,19,19,First Division (until 03/04),19
Mike Williamson,10642,https://www.transfermarkt.com/mike-williamson/profil/spieler/10642,16/08/2010,26 years 09 months 08 days,26,Premier League,27/01/2009,25,25,Championship,25
Jack Wilshere,74223,https://www.transfermarkt.com/jack-wilshere/profil/spieler/74223,13/09/2008,16 years 08 months 12 days,16,Premier League,19/01/2021,29,29,,16
Danny Wilson,103819,https://www.transfermarkt.com/danny-wilson/profil/spieler/103819,7/11/2009,17 years 10 months 11 days,17,Scottish Premiership,14/01/2012,20,20,Championship,17
Marc Wilson,30456,https://www.transfermarkt.com/marc-wilson/profil/spieler/30456,26/12/2008,21 years 04 months 09 days,21,Premier League,7/8/2010,22,22,Championship,21
Chris Wood,108725,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,24/02/2008,16 years 02 months 17 days,16,Stirling Sports Premiership,8/8/2009,17,17,Championship,16
Shaun Wright-Phillips,3467,https://www.transfermarkt.com/shaun-wright-phillips/profil/spieler/3467,19/08/2000,18 years 09 months 25 days,18,Premier League,30/10/1999,18,18,,18
Xisco,15465,https://www.transfermarkt.com/xisco/profil/spieler/15465,26/08/2001,20 years 11 months 21 days,20,LaLiga,3/9/2000,19,19,Segunda División,19
Ashley Young,14086,https://www.transfermarkt.com/ashley-young/profil/spieler/14086,19/08/2006,21 years 01 month 10 days,21,Premier League,13/09/2003,18,18,First Division (until 03/04),18
Luke Young,3271,https://www.transfermarkt.com/luke-young/profil/spieler/3271,28/11/1998,19 years 04 months 09 days,19,Premier League,8/4/2014,34,34,Championship,19
Pablo Zabaleta,20007,https://www.transfermarkt.com/pablo-zabaleta/profil/spieler/20007,16/03/2003,18 years 02 months 00 days,18,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,18
Bobby Zamora,4205,https://www.transfermarkt.com/bobby-zamora/profil/spieler/4205,16/08/2003,22 years 07 months 00 days,22,Premier League,10/8/2002,21,21,First Division (until 03/04),21
Boudewijn Zenden,3173,https://www.transfermarkt.com/boudewijn-zenden/profil/spieler/3173,28/08/1994,18 years 13 days,18,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18
Yuri Zhirkov,16760,https://www.transfermarkt.com/yuri-zhirkov/profil/spieler/16760,12/3/2004,20 years 06 months 21 days,20,Premier Liga,No second tier career,No second tier career,No second tier career,No second tier career,20
Nikola Žigić,19729,https://www.transfermarkt.com/nikola-igi/profil/spieler/19729,7/8/2004,23 years 10 months 13 days,23,Linglong Tire Super liga Srbije,24/09/2011,30,30,Championship,23
Ronald Zubar,22645,https://www.transfermarkt.com/ronald-zubar/profil/spieler/22645,14/08/2004,18 years 10 months 25 days,18,Ligue 1,8/3/2003,17,17,Ligue 2,17
Gianni Zuiverloon,27304,https://www.transfermarkt.com/gianni-zuiverloon/profil/spieler/27304,22/08/2004,17 years 07 months 23 days,17,Eredivisie,8/8/2009,22,22,Championship,17
Patrick van Aanholt,52119,https://www.transfermarkt.com/patrick-van-aanholt/profil/spieler/52119,24/03/2010,19 years 06 months 23 days,19,Premier League,9/8/2009,18,18,Championship,18
Sergio Agüero,26399,https://www.transfermarkt.com/sergio-agero/profil/spieler/26399,6/7/2003,15 years 01 month 04 days,15,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,15
Kemy Agustien,24862,https://www.transfermarkt.com/kemy-agustien/profil/spieler/24862,14/08/2004,17 years 11 months 25 days,17,Eredivisie,30/08/2008,22,22,Championship,17
Patrick Agyemang,1089574,https://www.transfermarkt.com/patrick-agyemang/profil/spieler/1089574,28/05/2023,22 years 06 months 21 days,22,Major League Soccer,13/09/2025,24,24,,22
Joe Allen,51452,https://www.transfermarkt.com/joe-allen/profil/spieler/51452,15/08/2011,21 years 05 months 01 day,21,Premier League,6/12/2008,18,18,Championship,18
Ben Amos,73472,https://www.transfermarkt.com/ben-amos/profil/spieler/73472,31/01/2012,21 years 09 months 21 days,21,Premier League,31/10/2009,19,19,Championship,19
Bruno Andrade,159570,https://www.transfermarkt.com/bruno-andrade/profil/spieler/159570,26/08/2012,21 years 02 months 27 days,21,Liga Portugal,6/2/2011,19,19,Ledman Liga Pro,19
John Arne Riise,3220,https://www.transfermarkt.com/john-arne-riise/profil/spieler/3220,25/09/1998,18 years 01 day,18,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,18
Daniel Ayala,78966,https://www.transfermarkt.com/daniel-ayala/profil/spieler/78966,16/08/2009,18 years 09 months 09 days,18,Premier League,11/9/2010,19,19,Championship,18
Ross Barkley,131978,https://www.transfermarkt.com/ross-barkley/profil/spieler/131978,20/08/2011,17 years 08 months 15 days,17,Premier League,14/09/2012,18,18,Championship,17
Leon Barnett,33484,https://www.transfermarkt.com/leon-barnett/profil/spieler/33484,16/08/2008,22 years 08 months 17 days,22,Premier League,17/09/2005,19,19,Championship,19
Craig Bellamy,3297,https://www.transfermarkt.com/craig-bellamy/profil/spieler/3297,19/08/2000,21 years 01 month 06 days,21,Premier League,15/03/1997,17,17,,17
Elliott Bennett,43193,https://www.transfermarkt.com/elliott-bennett/profil/spieler/43193,13/08/2011,22 years 07 months 26 days,22,Premier League,10/8/2014,25,25,Championship,22
Ryan Bennett,67252,https://www.transfermarkt.com/ryan-bennett/profil/spieler/67252,31/03/2012,22 years 25 days,22,Premier League,31/10/2009,19,19,Championship,19
Federico Bessone,57973,https://www.transfermarkt.com/federico-bessone/profil/spieler/57973,17/09/2011,27 years 07 months 25 days,27,Premier League,26/08/2007,23,23,Segunda División,23
Nick Blackman,67369,https://www.transfermarkt.com/nick-blackman/profil/spieler/67369,15/08/2010,20 years 09 months 04 days,20,Scottish Premiership,3/3/2009,19,19,Championship,19
Jay Bothroyd,8188,https://www.transfermarkt.com/jay-bothroyd/profil/spieler/8188,4/11/2000,18 years 05 months 28 days,18,Premier League,11/8/2001,19,19,First Division (until 03/04),18
Leon Britton,40043,https://www.transfermarkt.com/leon-britton/profil/spieler/40043,15/08/2011,28 years 10 months 30 days,28,Premier League,9/8/2008,25,25,Championship,25
Ákos Buzsáky,13878,https://www.transfermarkt.com/kos-buzsky/profil/spieler/13878,3/10/1999,17 years 04 months 26 days,17,Nemzeti Bajnokság,29/07/2001,19,19,Ness Hungary NB II - East,17
Yohan Cabaye,29434,https://www.transfermarkt.com/yohan-cabaye/profil/spieler/29434,7/11/2004,18 years 09 months 24 days,18,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,18
Samir Carruthers,146488,https://www.transfermarkt.com/samir-carruthers/profil/spieler/146488,7/4/2012,19 years 03 days,19,Premier League,8/8/2015,22,22,Championship,19
Steven Caulker,121280,https://www.transfermarkt.com/steven-caulker/profil/spieler/121280,15/08/2011,19 years 07 months 17 days,19,Premier League,28/09/2010,18,18,Championship,18
Radek Černý,21010,https://www.transfermarkt.com/radek-ern/profil/spieler/21010,24/04/1994,20 years 02 months 06 days,20,,9/8/2008,34,34,Championship,20
Park Chu-young,30982,https://www.transfermarkt.com/park-chu-young/profil/spieler/30982,15/05/2005,19 years 10 months 05 days,19,"K League - First Stage ('84,'86,'95,'96,'04-'06)",2/2/2014,28,28,Championship,19
Djibril Cissé,3966,https://www.transfermarkt.com/djibril-ciss/profil/spieler/3966,20/03/1999,17 years 07 months 08 days,17,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,17
Papiss Cissé,33952,https://www.transfermarkt.com/papiss-ciss/profil/spieler/33952,29/07/2005,20 years 01 month 26 days,20,Ligue 1,29/07/2006,21,21,Ligue 2,20
Sebastián Coates,102427,https://www.transfermarkt.com/sebastin-coates/profil/spieler/102427,19/07/2009,18 years 09 months 12 days,18,Liguilla Pre-Libertadores,No second tier career,No second tier career,No second tier career,No second tier career,18
Matthew Connolly,34559,https://www.transfermarkt.com/matthew-connolly/profil/spieler/34559,20/08/2011,23 years 10 months 27 days,23,Premier League,11/8/2007,19,19,Championship,19
Francis Coquelin,74869,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,28/08/2011,20 years 03 months 15 days,20,Premier League,4/11/2014,23,23,Championship,20
Andrew Crofts,14003,https://www.transfermarkt.com/andrew-crofts/profil/spieler/14003,13/08/2011,27 years 02 months 15 days,27,Premier League,1/5/2001,16,16,,16
Albert Crusat,51536,https://www.transfermarkt.com/albert-crusat/profil/spieler/51536,2/9/2002,20 years 03 months 20 days,20,LaLiga,6/9/2003,21,21,Segunda División,20
David Davis,129054,https://www.transfermarkt.com/david-davis/profil/spieler/129054,10/3/2012,21 years 19 days,21,Premier League,21/08/2012,21,21,Championship,21
Craig Dawson,121477,https://www.transfermarkt.com/craig-dawson/profil/spieler/121477,17/09/2011,21 years 04 months 11 days,21,Premier League,9/2/2013,22,22,Championship,21
Ritchie De Laet,55687,https://www.transfermarkt.com/ritchie-de-laet/profil/spieler/55687,24/05/2009,20 years 05 months 26 days,20,Premier League,18/11/2006,17,17,Challenger Pro League,17
Shaun Derry,14007,https://www.transfermarkt.com/shaun-derry/profil/spieler/14007,21/08/2004,26 years 08 months 15 days,26,Premier League,27/01/1998,20,20,,20
Samba Diakité,136589,https://www.transfermarkt.com/samba-diakit/profil/spieler/136589,17/04/2010,21 years 02 months 24 days,21,Ligue 1,2/2/2014,25,25,Championship,21
Mahamadou Diarra,5352,https://www.transfermarkt.com/mahamadou-diarra/profil/spieler/5352,23/08/1998,17 years 03 months 05 days,17,Stoiximan Super League,No second tier career,No second tier career,No second tier career,No second tier career,17
Stephen Dobbie,12693,https://www.transfermarkt.com/stephen-dobbie/profil/spieler/12693,9/8/2003,20 years 08 months 04 days,20,Scottish Premiership,7/5/2005,22,22,Scottish Championship,20
Matt Doherty,171679,https://www.transfermarkt.com/matt-doherty/profil/spieler/171679,24/09/2011,19 years 08 months 08 days,19,Premier League,24/02/2013,21,21,Championship,19
Ji Dong-won,164265,https://www.transfermarkt.com/ji-dong-won/profil/spieler/164265,27/02/2010,18 years 08 months 30 days,18,K League 1,28/01/2018,26,26,2.Bundesliga,18
Doni,102584,https://www.transfermarkt.com/doni/profil/spieler/102584,10/9/1994,29 years 08 months 00 days,29,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,29
Landon Donovan,68,https://www.transfermarkt.com/landon-donovan/profil/spieler/68,7/4/2001,19 years 01 month 03 days,19,Major League Soccer,No second tier career,No second tier career,No second tier career,No second tier career,19
Royston Drenthe,35631,https://www.transfermarkt.com/royston-drenthe/profil/spieler/35631,15/01/2006,18 years 09 months 07 days,18,VriendenLoterij Eredivisie,3/8/2013,26,26,Championship,18
Adam Drury,11663,https://www.transfermarkt.com/adam-drury/profil/spieler/11663,14/08/2004,25 years 11 months 16 days,25,Premier League,31/03/2001,22,22,,22
Shane Duffy,119269,https://www.transfermarkt.com/shane-duffy/profil/spieler/119269,11/1/2012,20 years 10 days,20,Premier League,2/4/2011,19,19,Championship,19
Nathan Dyer,37011,https://www.transfermarkt.com/nathan-dyer/profil/spieler/37011,15/08/2011,23 years 08 months 17 days,23,Premier League,27/08/2005,17,17,Championship,17
Chris Eagles,24635,https://www.transfermarkt.com/chris-eagles/profil/spieler/24635,28/04/2007,21 years 05 months 09 days,21,Premier League,22/01/2005,19,19,Championship,19
Hogan Ephraim,31883,https://www.transfermarkt.com/hogan-ephraim/profil/spieler/31883,20/08/2011,23 years 04 months 20 days,23,Premier League,28/11/2006,18,18,Championship,18
Alejandro Faurlín,88067,https://www.transfermarkt.com/alejandro-faurln/profil/spieler/88067,9/5/2004,17 years 09 months 00 days,17,Torneo Final,9/8/2008,22,22,Primera Nacional,17
Anthony Forde,146494,https://www.transfermarkt.com/anthony-forde/profil/spieler/146494,26/11/2011,18 years 10 days,18,Premier League,18/08/2012,18,18,Championship,18
Mauro Formica,55870,https://www.transfermarkt.com/mauro-formica/profil/spieler/55870,3/6/2007,19 years 01 month 30 days,19,Torneo Final,18/08/2012,24,24,Championship,19
David Fox,4219,https://www.transfermarkt.com/david-fox/profil/spieler/4219,13/08/2011,27 years 08 months 00 days,27,Premier League,11/8/2007,23,23,Championship,23
Kerim Frei,146844,https://www.transfermarkt.com/kerim-frei/profil/spieler/146844,10/12/2011,18 years 21 days,18,Premier League,27/10/2012,18,18,Championship,18
