club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
Sport Recife,https://www.transfermarkt.com/sport-club-do-recife/startseite/verein/8718,Sport Club do Recife,Campeonato Brasileiro Série B,BRA2,https://www.transfermarkt.com/campeonato-brasileiro-serie-b/startseite/wettbewerb/BRA2,Second Tier,,2,1 year,€22.45m,29,27.2,1,,0,Estádio Adelmar da Costa Carvalho,,+€2.95m,ok
Gol Gohar,https://www.transfermarkt.com/gol-gohar-sirjan-fc/startseite/verein/34744,Gol Gohar Sirjan FC,Persian Gulf Pro League,IRN1,https://www.transfermarkt.com/persian-gulf-pro-league/startseite/wettbewerb/IRN1,First Tier,,4,7 years,€6.75m,34,26.9,5,,4,Shahid Ghasem Soleimani Sirjan Stadium,,+€1.46m,ok
Vaslui,https://www.transfermarkt.com/csm-vaslui/startseite/verein/105631,CSM Vaslui,,,,,,,,,25,23.7,2,,0,Municipal Vaslui,,,ok
Bristol City,https://www.transfermarkt.com/bristol-city/startseite/verein/698,Bristol City,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,12,11 years,€74.60m,27,26.4,14,,3,Ashton Gate,,,ok
CF Talavera de la Reina,https://www.transfermarkt.com/cf-talavera-de-la-reina/startseite/verein/47421,CF Talavera de la Reina,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,,18,1 year,€3.35m,21,27.1,3,,0,El Prado,,,ok
PSV,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383,PSV Eindhoven,Eredivisie,NL1,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1,First Tier,Netherlands,1,70 years,€283.60m,25,25.4,16,,12,Philips Stadion,,+€14.20m,ok
Palmeiras,https://www.transfermarkt.com/se-palmeiras-sao-paulo/startseite/verein/1023,Sociedade Esportiva Palmeiras,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,1,13 years,€223.00m,30,25.4,8,,10,Allianz Parque,,+€31.54m,ok
Lokomotiva,https://www.transfermarkt.com/nk-lokomotiva-zagreb/startseite/verein/11194,NK Lokomotiva Zagreb,SuperSport HNL,KR1,https://www.transfermarkt.com/1-hnl/startseite/wettbewerb/KR1,First Tier,,6,17 years,€9.88m,37,25.9,13,,3,Kranjceviceva,,+€5.55m,ok
CD Cieza,https://www.transfermarkt.com/cd-cieza/startseite/verein/56725,CD Cieza,,,,,,,,,22,27.8,3,,0,La Arboleja,,,ok
Oxford United,https://www.transfermarkt.com/oxford-united/startseite/verein/988,Oxford United,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,22,2 years,€37.65m,33,26.3,21,,10,Kassam Stadium,,,ok
RSD AlcalÃ¡,https://www.transfermarkt.com/rsd-alcala/startseite/verein/13436,RSD Alcalá,Segunda Federación - Grupo V,E4G5,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-v/startseite/wettbewerb/E4G5,Fourth Tier,,6,1 year,€1.30m,23,27.4,1,,0,Municipal El Val,,+€50k,ok
APOEL,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976,Hapoel Beer Sheva,Ligat ha'Al,ISR1,https://www.transfermarkt.com/ligat-haal/startseite/wettbewerb/ISR1,First Tier,,1,17 years,€20.55m,25,27.7,7,,8,Toto Jacob Turner Stadium,,,ok
Ergotelis,https://www.transfermarkt.com/gs-ergotelis/startseite/verein/5220,Ergotelis FC,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,,,,,,11,29.0,1,,0,Pankritio Stadio,,,ok
FC Gifu,https://www.transfermarkt.com/fc-gifu/startseite/verein/13600,FC Gifu,J2/J3 100 Year Vision League,J2J3,https://www.transfermarkt.com/j2-j3-100-year-vision-league/startseite/wettbewerb/J2J3,,,6,1 year,€850k,31,27.2,6,,0,Gifu Memorial Center,,,ok
Ehime FC,https://www.transfermarkt.com/ehime-fc/startseite/verein/20682,Ehime FC,J2/J3 100 Year Vision League,J2J3,https://www.transfermarkt.com/j2-j3-100-year-vision-league/startseite/wettbewerb/J2J3,,,5,1 year,€4.54m,31,26.0,1,,0,NINGINEER Stadium,,+€35k,ok
Grenoble,https://www.transfermarkt.com/grenoble-foot-38/startseite/verein/1290,Grenoble Foot 38,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,12,8 years,€12.75m,24,26.3,7,,2,Stade des Alpes,,+€4.85m,ok
Go Ahead Eag,https://www.transfermarkt.com/go-ahead-eagles-deventer/startseite/verein/1435,Go Ahead Eagles,Eredivisie,NL1,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1,First Tier,Netherlands,12,5 years,€30.08m,29,24.7,15,,2,De Adelaarshorst,,+€1.75m,ok
Real PotosÃ­,https://www.transfermarkt.com/real-potosi/startseite/verein/966,Real Potosí,División Profesional,BO1A,https://www.transfermarkt.com/division-profesional-apertura/startseite/wettbewerb/BO1A,First Tier,,12,1 year,€2.45m,31,27.2,9,,0,Estadio Víctor Agustín Ugarte,,,ok
Sanfrecce,https://www.transfermarkt.com/sanfrecce-hiroshima/startseite/verein/2697,Sanfrecce Hiroshima,J1 100 Year Vision League,J1YV,https://www.transfermarkt.com/j1-100-year-vision-league/startseite/wettbewerb/J1YV,,,5,1 year,€20.90m,30,27.7,2,,6,EDION Peace Wing Hiroshima,,,ok
Bochum,https://www.transfermarkt.com/vfl-bochum/startseite/verein/80,VfL Bochum,2. Bundesliga,L2,https://www.transfermarkt.com/2-bundesliga/startseite/wettbewerb/L2,Second Tier,Germany,10,1 year,€47.95m,29,25.7,9,,3,Vonovia Ruhrstadion,,+€5.90m,ok
Samsunspor,https://www.transfermarkt.com/samsunspor/startseite/verein/152,Samsunspor,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,7,3 years,€52.35m,34,25.0,17,,5,Samsun Yeni 19 Mayıs,,,ok
Paris FC,https://www.transfermarkt.com/paris-fc/startseite/verein/10004,Paris FC,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,11,1 year,€134.35m,31,28.7,17,,8,Stade Jean Bouin,,,ok
Pau FC,https://www.transfermarkt.com/pau-fc/startseite/verein/3166,Pau FC,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,9,6 years,€18.90m,23,25.2,6,,0,Nouste Camp,,+€3.83m,ok
Sigma Olomouc,https://www.transfermarkt.com/sk-sigma-olmutz/startseite/verein/2311,SK Sigma Olomouc,Chance Liga,TS1,https://www.transfermarkt.com/fortuna-liga/startseite/wettbewerb/TS1,First Tier,,7,9 years,€29.93m,32,25.2,15,,6,Andrův stadion,,,ok
Amkar Perm,https://www.transfermarkt.com/amkar-perm/startseite/verein/4128,Amkar Perm,2. Division A (Phase 2),R3D2,https://www.transfermarkt.com/2-division-a-phase-2-/startseite/wettbewerb/R3D2,Third Tier,,5,1 year,€2.45m,25,24.9,0,,0,Zvezda,,,ok
Dynamo Mosc,https://www.transfermarkt.com/dinamo-moskau/startseite/verein/121,Dynamo Moscow,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,First Tier,Russia,8,9 years,€111.10m,30,25.8,13,,14,VTB-Arena,,,ok
Mordovia,https://www.transfermarkt.com/mordovia-saransk/startseite/verein/11126,Mordovia Saransk (,1.Division,RU2,https://www.transfermarkt.com/1-division/startseite/wettbewerb/RU2,,,,,,0,0.0,,,0,Mordovia Arena,,,ok
Kaizer Chiefs,https://www.transfermarkt.com/kaizer-chiefs/startseite/verein/568,Kaizer Chiefs,Betway Premiership,SFA1,https://www.transfermarkt.com/dstv-premiership/startseite/wettbewerb/SFA1,First Tier,,3,27 years,€16.65m,35,27.8,6,,4,FNB-Stadium,,,ok
AmaZulu,https://www.transfermarkt.com/amazulu-fc/startseite/verein/9370,AmaZulu FC,Betway Premiership,SFA1,https://www.transfermarkt.com/dstv-premiership/startseite/wettbewerb/SFA1,First Tier,,4,9 years,€7.70m,31,26.2,6,,4,Moses Mabhida Stadion,,,ok
Jeonbuk Hyundai,https://www.transfermarkt.com/jeonbuk-hyundai-motors/startseite/verein/6502,Jeonbuk Hyundai Motors,K League 1,RSK1,https://www.transfermarkt.com/k-league-1/startseite/wettbewerb/RSK1,First Tier,,3,20 years,€16.25m,52,24.6,6,,4,Jeonju World Cup Stadium,,+€1.69m,ok
Oldham Athletic,https://www.transfermarkt.com/oldham-athletic/startseite/verein/1078,Oldham Athletic,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,10,1 year,€3.23m,25,27.4,9,,0,Boundary Park,,,ok
Club Portugalete,https://www.transfermarkt.com/club-portugalete/startseite/verein/18691,Club Portugalete,2ª B - Grupo II,ES3B,https://www.transfermarkt.com/segunda-division-b-grupo-ii-bis-20-21-/startseite/wettbewerb/ES3B,,,,,,21,24.2,0,,0,La Florida,,,ok
Arsenal Tula,https://www.transfermarkt.com/arsenal-tula/startseite/verein/3729,Arsenal Tula,1.Division,RU2,https://www.transfermarkt.com/1-division/startseite/wettbewerb/RU2,Second Tier,,13,4 years,€7.70m,25,26.9,3,,3,Arsenal,,+€350k,ok
Yanbian Funde,https://www.transfermarkt.com/yanbian-funde/startseite/verein/8539,Yanbian Funde,League One,CLO,https://www.transfermarkt.com/china-league-one/startseite/wettbewerb/CLO,,,,,,0,0.0,,,0,Yanji People's Stadium,,,ok
Meppen,https://www.transfermarkt.com/sv-meppen/startseite/verein/247,SV Meppen,Regionalliga Nord,RLN3,https://www.transfermarkt.com/regionalliga-nord/startseite/wettbewerb/RLN3,Fourth Tier,,1,3 years,€2.43m,25,24.9,3,,0,Hänsch-Arena,,,ok
Montedio,https://www.transfermarkt.com/montedio-yamagata/startseite/verein/16190,Montedio Yamagata,J2/J3 100 Year Vision League,J2J3,https://www.transfermarkt.com/j2-j3-100-year-vision-league/startseite/wettbewerb/J2J3,,,9,1 year,€9.03m,31,27.0,3,,0,ND SOFT Stadium Yamagata,,,ok
Machida Zelvia,https://www.transfermarkt.com/machida-zelvia/startseite/verein/23568,Machida Zelvia,J1 100 Year Vision League,J1YV,https://www.transfermarkt.com/j1-100-year-vision-league/startseite/wettbewerb/J1YV,,,3,1 year,€19.30m,32,28.4,9,,4,Machida GION Stadium,,,ok
Livorno,https://www.transfermarkt.com/as-livorno/startseite/verein/1210,US Livorno 1915,Serie C - Girone B,IT3B,https://www.transfermarkt.com/serie-c-girone-b/startseite/wettbewerb/IT3B,Third Tier,,11,1 year,€4.98m,29,27.0,6,,0,Armando Picchi,,,ok
Clermont Foot,https://www.transfermarkt.com/clermont-foot-63/startseite/verein/3524,Clermont Foot 63,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,13,2 years,€17.20m,28,26.0,16,,1,Stade Gabriel-Montpied,,,ok
Cheltenham,https://www.transfermarkt.com/cheltenham-town/startseite/verein/3371,Cheltenham Town,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,18,2 years,€3.30m,25,25.4,7,,1,EV Charger Points Stadium,,,ok
Erzurum BB,https://www.transfermarkt.com/erzurum-il-ozel-idaresi-spor/startseite/verein/129368,Erzurum Büyüksehir Belediyesi SK,,,,,,,,,20,27.0,0,,0,-,,,ok
Crewe Alexandra,https://www.transfermarkt.com/crewe-alexandra/startseite/verein/1042,Crewe Alexandra,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,11,4 years,€5.13m,27,25.3,6,,0,Mornflake Stadium,,,ok
Hibernian,https://www.transfermarkt.com/hibernian-fc/startseite/verein/903,Hibernian FC,Scottish Premiership,SC1,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1,First Tier,Scotland,5,9 years,€19.90m,26,27.2,20,,11,Easter Road Stadium,,+€4.50m,ok
Plymouth Argyle,https://www.transfermarkt.com/plymouth-argyle/startseite/verein/2262,Plymouth Argyle,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,8,1 year,€12.05m,26,26.2,11,,3,Home Park,,+€3.61m,ok
La Serena,https://www.transfermarkt.com/deportes-la-serena/startseite/verein/5747,Deportes La Serena,Liga de Primera,CLPD,https://www.transfermarkt.com/primera-division-de-chile/startseite/wettbewerb/CLPD,First Tier,,11,2 years,€8.15m,27,26.2,7,,0,La Portada,,,ok
Tranmere Rovers,https://www.transfermarkt.com/tranmere-rovers/startseite/verein/1074,Tranmere Rovers,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,21,6 years,€3.75m,31,27.7,8,,4,Prenton Park,,,ok
Burnley,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132,Burnley FC,Premier League,GB1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1,First Tier,England,19,1 year,€252.65m,29,27.8,21,,12,Turf Moor,,,ok
Leyton Orient,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150,Leyton Orient,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,20,3 years,€13.10m,29,25.1,11,,0,BetWright Stadium,,+€1.96m,ok
Grays Athletic,https://www.transfermarkt.com/grays-athletic-fc/startseite/verein/3685,Grays Athletic,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,,,,,,9,26.0,2,,0,Rush Green Stadium,,,ok
Bradford City,https://www.transfermarkt.com/bradford-city/startseite/verein/1027,Bradford City,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,4,1 year,€8.63m,25,28.5,7,,0,University of Bradford Stadium,,,ok
Stockport,https://www.transfermarkt.com/stockport-county/startseite/verein/1098,Stockport County,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,3,2 years,€13.55m,27,26.5,9,,3,Edgeley Park,,,ok
Rochdale,https://www.transfermarkt.com/afc-rochdale/startseite/verein/1088,Rochdale AFC,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,2,3 years,€200k,29,26.9,5,,1,Crown Oil Arena,,,ok
Ross County,https://www.transfermarkt.com/ross-county-fc/startseite/verein/2759,Ross County FC,Scottish Championship,SC2,https://www.transfermarkt.com/scottish-championship/startseite/wettbewerb/SC2,Second Tier,,10,1 year,€3.40m,26,26.9,12,,1,Global Energy Stadium,,,ok
Newport County,https://www.transfermarkt.com/newport-county/startseite/verein/3716,Newport County,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,20,12 years,€3.03m,26,25.7,15,,0,Rodney Parade,,,ok
AFC United,https://www.transfermarkt.com/athletic-eskilstuna/startseite/verein/8877,AFC Eskilstuna,Ettan Norra,SE3N,https://www.transfermarkt.com/ettan-norra/startseite/wettbewerb/SE3N,Third Tier,,12,3 years,,25,22.7,4,,0,Tunavallen,,,ok
AFC Eskilstuna,https://www.transfermarkt.com/athletic-eskilstuna/startseite/verein/8877,AFC Eskilstuna,Ettan Norra,SE3N,https://www.transfermarkt.com/ettan-norra/startseite/wettbewerb/SE3N,Third Tier,,12,3 years,,25,22.7,4,,0,Tunavallen,,,ok
Sirius,https://www.transfermarkt.com/ik-sirius/startseite/verein/7945,IK Sirius,Allsvenskan,SE1,https://www.transfermarkt.com/allsvenskan/startseite/wettbewerb/SE1,First Tier,Sweden,1,10 years,€14.00m,24,23.6,9,,2,Studenternas,,,ok
Ã–rgryte,https://www.transfermarkt.com/orgryte-is/startseite/verein/1118,Örgryte IS,Allsvenskan,SE1,https://www.transfermarkt.com/allsvenskan/startseite/wettbewerb/SE1,First Tier,Sweden,14,1 year,€6.20m,25,26.8,5,,1,Gamla Ullevi,,,ok
Coventry City,https://www.transfermarkt.com/coventry-city/startseite/verein/990,Coventry City,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,1,6 years,€193.90m,26,26.7,13,,8,Coventry Building Society Arena,,,ok
St Mirren,https://www.transfermarkt.com/st-mirren-fc-u17/startseite/verein/31036,St. Mirren FC U17,,,,,,,,,4,16.0,1,,0,-,,,ok
Fleetwood Town,https://www.transfermarkt.com/fleetwood-town/startseite/verein/11177,Fleetwood Town,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,15,2 years,€4.03m,25,26.6,8,,1,Highbury Stadium,,+€700k,ok
Gateshead,https://www.transfermarkt.com/fc-gateshead/startseite/verein/3456,Gateshead FC,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,18,4 years,€25k,31,25.2,3,,1,Gateshead International Stadium,,+€25k,ok
Hartlepool Utd,https://www.transfermarkt.com/hartlepool-united/startseite/verein/2577,Hartlepool United,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,9,3 years,€275k,25,27.9,4,,1,Victoria Park,,,ok
Notts County,https://www.transfermarkt.com/notts-county/startseite/verein/1045,Notts County,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,5,3 years,€5.08m,25,26.3,16,,4,Meadow Lane,,+€80k,ok
Morecambe,https://www.transfermarkt.com/fc-morecambe/startseite/verein/3697,Morecambe FC,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,22,1 year,€400k,30,26.9,11,,2,Mazuma Stadium,,,ok
Crawley Town,https://www.transfermarkt.com/crawley-town/startseite/verein/3537,Crawley Town,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,22,1 year,€4.70m,30,26.2,12,,0,Broadfield Stadium,,,ok
Burton Albion,https://www.transfermarkt.com/burton-albion/startseite/verein/2963,Burton Albion,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,17,8 years,€8.28m,28,25.4,13,,3,Pirelli Stadium,,+€1.15m,ok
Southend United,https://www.transfermarkt.com/southend-united/startseite/verein/2793,Southend United,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,6,5 years,€400k,25,26.7,7,,0,Roots Hall,,,ok
Bournemouth,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989,AFC Bournemouth,Premier League,GB1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1,First Tier,England,6,4 years,€507.10m,26,25.6,20,,13,Vitality Stadium,,+€129.31m,ok
Blackburn Rovers,https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164,Blackburn Rovers,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,20,8 years,€45.90m,31,26.6,20,,9,Ewood Park,,,ok
Dunfermline Ath.,https://www.transfermarkt.com/dunfermline-athletic-fc/startseite/verein/1270,Dunfermline Athletic FC,Scottish Championship,SC2,https://www.transfermarkt.com/scottish-championship/startseite/wettbewerb/SC2,Second Tier,,4,3 years,€3.25m,26,25.0,11,,1,KDM Group East End Park,,,ok
Huddersfield,https://www.transfermarkt.com/huddersfield-town/startseite/verein/1110,Huddersfield Town,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,9,2 years,€16.70m,29,27.4,12,,3,Accu Stadium,,,ok
Scunthorpe Utd,https://www.transfermarkt.com/scunthorpe-united/startseite/verein/2964,Scunthorpe United,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,5,1 year,€250k,27,25.9,7,,0,Glanford Park,,,ok
Derry City,https://www.transfermarkt.com/derry-city/startseite/verein/920,Derry City,League of Ireland Premier Division,IR1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/IR1,First Tier,,6,16 years,€4.05m,28,26.4,21,,0,Ryan McBride Brandywell Stadium,,+€15k,ok
Chorley,https://www.transfermarkt.com/chorley-fc/startseite/verein/13286,Chorley FC,National League North,NLN6,https://www.transfermarkt.com/national-league-north/startseite/wettbewerb/NLN6,Sixth Tier,,15,6 years,,23,28.6,3,,1,Victory Park,,,ok
Sydney FC,https://www.transfermarkt.com/sydney-fc/startseite/verein/8054,Sydney FC,A-League Men,AUS1,https://www.transfermarkt.com/a-league/startseite/wettbewerb/AUS1,First Tier,Australia,5,21 years,€12.38m,31,24.2,5,,3,Allianz Stadium Sydney,,+€500k,ok
Shamrock Rovers,https://www.transfermarkt.com/shamrock-rovers/startseite/verein/3258,Shamrock Rovers,League of Ireland Premier Division,IR1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/IR1,First Tier,,1,20 years,€5.93m,34,26.0,5,,1,Tallaght Stadium,,+€470k,ok
Spennymoor,https://www.transfermarkt.com/spennymoor-town/startseite/verein/45922,Spennymoor Town,National League North,NLN6,https://www.transfermarkt.com/national-league-north/startseite/wettbewerb/NLN6,Sixth Tier,,10,9 years,,29,26.6,0,,0,The Brewery Field,,,ok
Torquay United,https://www.transfermarkt.com/torquay-united/startseite/verein/1218,Torquay United,National League South,NLS6,https://www.transfermarkt.com/national-league-south/startseite/wettbewerb/NLS6,Sixth Tier,,3,3 years,,25,26.0,7,,0,Plainmoor,,,ok
Wycombe,https://www.transfermarkt.com/wycombe-wanderers/startseite/verein/2805,Wycombe Wanderers,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,11,5 years,€10.63m,27,26.5,16,,1,Adams Park,,+€2.62m,ok
Millwall,https://www.transfermarkt.com/fc-millwall/startseite/verein/1028,Millwall FC,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,3,9 years,€82.88m,31,26.1,13,,3,The Den,,+€8.20m,ok
