player_name,player_url,status,name_home_country,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_id,transfermarkt_url
Lee Cattermole,https://fbref.com/en/players/538e77d5/Lee-Cattermole,Success,Not found,"March 21, 1988",Not found,178cm,England eng,MF (DM),Right,2005-2006,17 years,Middlesbrough,2005,37363,https://www.transfermarkt.com/lee-cattermole/profil/spieler/37363
Marek Čech,https://fbref.com/en/players/bc9fd7f1/Marek-Cech,Success,Not found,"April 8, 1976",Not found,187cm,Czech Republic,GK,Not found,2007,30 years,LE Vladivostok,Not found,21354,https://www.transfermarkt.com/marek-ech/profil/spieler/21354
Petr Čech,https://fbref.com/en/players/71672fa0/Petr-Cech,Success,Not found,"May 20, 1982",Not found,196cm,Czech Republic,GK,Left,2002-2003,20 years,Rennes,2002,5658,https://www.transfermarkt.com/petr-ech/profil/spieler/5658
Marouane Chamakh,https://fbref.com/en/players/790ca5f3/Marouane-Chamakh,Success,Not found,"January 10, 1984",Not found,188cm,Morocco ma  Other: France,FW,Right,2002-2003,18 years,Bordeaux,2002,19085,https://www.transfermarkt.com/marouane-chamakh/profil/spieler/19085
Pascal Chimbonda,https://fbref.com/en/players/5cbb464e/Pascal-Chimbonda,Success,Not found,"February 21, 1979",Not found,180cm,France fr  Other: Guadeloupe,DF,Not found,1999-2000,20 years,Le Havre,1999,18875,https://www.transfermarkt.com/pascal-chimbonda/profil/spieler/18875
Ciaran Clark,https://fbref.com/en/players/2b91cf8e/Ciaran-Clark,Success,Not found,"September 26, 1989",Not found,188cm,Republic of Ireland ie  Other: England,"DF-MF (CB, left)",Left,2009-2010,19 years,Aston Villa,2009,98240,https://www.transfermarkt.com/ciaran-clark/profil/spieler/98240
Tom Cleverley,https://fbref.com/en/players/6cdd8245/Tom-Cleverley,Success,Not found,"August 12, 1989",Not found,175cm,England eng,MF (CM),Right,2008-2009,18 years,Leicester City,2008,73484,https://www.transfermarkt.com/tom-cleverley/profil/spieler/73484
Gaël Clichy,https://fbref.com/en/players/450ad405/Gael-Clichy,Success,Not found,"July 26, 1985",Not found,176cm,France,"DF (FB, left)",Left,2003-2004,18 years,Arsenal,2003,7449,https://www.transfermarkt.com/gal-clichy/profil/spieler/7449
Tamir Cohen,https://fbref.com/en/players/d1b983de/Tamir-Cohen,Success,Not found,"March 4, 1984",Not found,181cm,Israel,MF (AM),Not found,2007-2008,23 years,Bolton,2007,24209,https://www.transfermarkt.com/tamir-cohen/profil/spieler/24209
Jack Colback,https://fbref.com/en/players/963a9201/Jack-Colback,Success,Not found,"October 24, 1989",Not found,176cm,England eng,"DF-MF (DM, left)",Left,2009-2010,19 years,Ipswich Town,2009,61644,https://www.transfermarkt.com/jack-colback/profil/spieler/61644
Ashley Cole,https://fbref.com/en/players/be091289/Ashley-Cole,Success,Not found,"December 20, 1980",Not found,176cm,England eng,"DF (FB, left)",Left,1999-2000,18 years,Arsenal,1999,3182,https://www.transfermarkt.com/ashley-cole/profil/spieler/3182
Carlton Cole,https://fbref.com/en/players/51b2effb/Carlton-Cole,Success,Not found,"October 12, 1983",Not found,191cm,England eng,FW,Right,2001-2002,17 years,Chelsea,2001,3179,https://www.transfermarkt.com/carlton-cole/profil/spieler/3179
Joe Cole,https://fbref.com/en/players/2c2f117b/Joe-Cole,Success,Not found,"November 8, 1981",Not found,175cm,England eng,MF (AM-WM),Right,1998-1999,16 years,West Ham,1998,3876,https://www.transfermarkt.com/joe-cole/profil/spieler/3876
Séamus Coleman,https://fbref.com/en/players/0420d84f/Seamus-Coleman,Success,Not found,"October 11, 1988 (Age: 37-045d)","Donegal, Republic of Ireland",177cm,Republic of Ireland,"DF-MF (CB-FB, right)",Right,2009-2010,20 years,Blackpool,2009,68390,https://www.transfermarkt.com/samus-coleman/profil/spieler/68390
Danny Collins,https://fbref.com/en/players/b89cd819/Danny-Collins,Success,Not found,"August 6, 1980",Not found,185cm,Wales wls  Other: England,DF (CB-FB),Left,2004-2005,23 years,Chester City,2004,26183,https://www.transfermarkt.com/danny-collins/profil/spieler/26183
James Collins,https://fbref.com/en/players/95471a13/James-Collins,Success,Not found,"December 1, 1990 (Age: 34-359d)","Coventry, England, United Kingdom",188cm,Republic of Ireland ie  Other: England,FW,Right,2009-2010,18 years,Darlington,2009,12691,https://www.transfermarkt.com/james-collins/profil/spieler/12691
Jack Collison,https://fbref.com/en/players/0566f8a9/Jack-Collison,Success,Not found,"October 2, 1988",Not found,183cm,Wales wls  Other: England,MF,Not found,2007-2008,18 years,West Ham,2007,61568,https://www.transfermarkt.com/jack-collison/profil/spieler/61568
Fabricio Coloccini,https://fbref.com/en/players/78b3399f/Fabricio-Coloccini,Success,Not found,"January 22, 1982",Not found,183cm,Argentina,"DF-MF (CB-DM-FB, right)",Right,2001-2002,19 years,Alavés,2001,6150,https://www.transfermarkt.com/fabricio-coloccini/profil/spieler/6150
Jordan Cook,https://fbref.com/en/players/28a7e81c/Jordan-Cook,Success,Not found,"March 20, 1990",Not found,175cm,Not found,FW,Right,2009-2010,19 years,Darlington,2009,61646,https://www.transfermarkt.com/jordan-cook/profil/spieler/61646
Vedran Ćorluka,https://fbref.com/en/players/6ceef869/Vedran-Corluka,Success,Not found,"February 5, 1986",Not found,192cm,Croatia hr  Other: Bosnia and Herzegovina,DF (CB),Right,2007-2008,21 years,Manchester City,2007,34393,https://www.transfermarkt.com/vedran-orluka/profil/spieler/34393
Manuel da Costa,https://fbref.com/en/players/50e14b3c/Manuel-da-Costa,Success,Not found,"May 6, 1986",Not found,192cm,Morocco ma  Other: France,DF (CB),Right,2005-2006,19 years,Nancy,2005,37398,https://www.transfermarkt.com/manuel-da-costa/profil/spieler/37398
Simon Cox,https://fbref.com/en/players/6124c209/Simon-Cox,Success,Not found,"April 28, 1987",Not found,180cm,Republic of Ireland ie  Other: England,FW,Right,2005-2006,18 years,Reading,2005,37150,https://www.transfermarkt.com/simon-cox/profil/spieler/37150
Jody Craddock,https://fbref.com/en/players/573e5dd2/Jody-Craddock,Success,Not found,"July 25, 1975",Not found,183cm,Not found,DF-MF (CB),Not found,1999-2000,24 years,Sunderland,1999,4129,https://www.transfermarkt.com/jody-craddock/profil/spieler/4129
Stephen Crainey,https://fbref.com/en/players/2f6dd6a3/Stephen-Crainey,Success,Not found,"June 22, 1981",Not found,175cm,Scotland sct,"DF (FB, left)",Right,2000-2001,19 years,Celtic,2000,9499,https://www.transfermarkt.com/stephen-crainey/profil/spieler/9499
Peter Crouch,https://fbref.com/en/players/73d9bdc7/Peter-Crouch,Success,Not found,"January 30, 1981",Not found,201cm,England eng,FW,Right,2001-2002,20 years,Portsmouth,2001,4072,https://www.transfermarkt.com/peter-crouch/profil/spieler/4072
Carlo Cudicini,https://fbref.com/en/players/df77463a/Carlo-Cudicini,Success,Not found,"September 6, 1973",Not found,185cm,Italy,GK,Not found,1996-1997,22 years,Lazio,1996,3151,https://www.transfermarkt.com/carlo-cudicini/profil/spieler/3151
Carlos Cuéllar,https://fbref.com/en/players/1222ab35/Carlos-Cuellar,Success,Not found,"August 23, 1981",Not found,190cm,Not found,DF (CB),Right,2001-2002,19 years,Numancia,2001,16576,https://www.transfermarkt.com/carlos-cullar/profil/spieler/16576
Scott Dann,https://fbref.com/en/players/52105203/Scott-Dann,Success,Not found,"February 14, 1987",Not found,188cm,England eng,DF (CB),Right,2004-2005,17 years,Walsall,2004,62688,https://www.transfermarkt.com/scott-dann/profil/spieler/62688
Curtis Davies,https://fbref.com/en/players/607fb965/Curtis-Davies,Success,Not found,"March 15, 1985",Not found,188cm,Sierra Leone sl  Other: England,DF (CB),Right,2003-2004,18 years,Luton Town,2003,18227,https://www.transfermarkt.com/curtis-davies/profil/spieler/18227
Kevin Davies,https://fbref.com/en/players/2f726a89/Kevin-Davies,Success,Not found,"March 26, 1977",Not found,183cm,England eng,FW,Not found,1997-1998,20 years,Southampton,1997,4114,https://www.transfermarkt.com/kevin-davies/profil/spieler/4114
Mark Davies,https://fbref.com/en/players/3de91e73/Mark-Davies,Success,Not found,"February 18, 1988",Not found,180cm,England eng,MF,Right,2005-2006,17 years,Wolves,2005,36917,https://www.transfermarkt.com/mark-davies/profil/spieler/36917
Simon Davies,https://fbref.com/en/players/522b6d6c/Simon-Davies,Success,Not found,"October 23, 1979",Not found,178cm,Wales wls,MF (WM),Right,1999-2000,19 years,Tottenham,1999,4056,https://www.transfermarkt.com/simon-davies/profil/spieler/4056
Michael Dawson,https://fbref.com/en/players/4771114f/Michael-Dawson,Success,Not found,"November 18, 1983",Not found,188cm,England eng,"DF (CB, right)",Right,2001-2002,17 years,Nott'ham Forest,2001,9988,https://www.transfermarkt.com/michael-dawson/profil/spieler/9988
Jermain Defoe,https://fbref.com/en/players/f1e8372d/Jermain-Defoe,Success,Not found,"October 7, 1982",Not found,170cm,England eng,FW,Right,2000-2001,17 years,West Ham,2000,3875,https://www.transfermarkt.com/jermain-defoe/profil/spieler/3875
Rory Delap,https://fbref.com/en/players/9b0dac73/Rory-Delap,Success,Not found,"July 6, 1976",Not found,183cm,Republic of Ireland,MF (AM),Not found,1997-1998,21 years,Derby County,1997,610849,https://www.transfermarkt.com/rory-delap/profil/spieler/610849
Nathan Delfouneso,https://fbref.com/en/players/49ae4072/Nathan-Delfouneso,Success,Not found,"February 2, 1991",Not found,185cm,England eng,FW-MF,Right,2008-2009,17 years,Aston Villa,2008,62642,https://www.transfermarkt.com/nathan-delfouneso/profil/spieler/62642
Fabian Delph,https://fbref.com/en/players/111c3236/Fabian-Delph,Success,Not found,"November 21, 1989",Not found,175cm,England eng,DF-MF,Left,2007-2008,17 years,Leeds United,2007,50362,https://www.transfermarkt.com/fabian-delph/profil/spieler/50362
Mousa Dembélé,https://fbref.com/en/players/f7ee69fb/Mousa-Dembele,Success,Not found,"July 16, 1987",Not found,185cm,Belgium,MF (DM),Left,2003-2004,16 years,Beerschot,2003,19368,https://www.transfermarkt.com/mousa-dembl/profil/spieler/19368
Ishmel Demontagnac,https://fbref.com/en/players/81c7d697/Ishmel-Demontagnac,Success,Not found,"June 15, 1988",Not found,178cm,England eng,MF (WM),Not found,2005-2006,17 years,Walsall,2005,42188,https://www.transfermarkt.com/ishmel-demontagnac/profil/spieler/42188
Clint Dempsey,https://fbref.com/en/players/523d9de6/Clint-Dempsey,Success,Not found,"March 9, 1983",Not found,188cm,United States,FW-MF (AM-WM),Right,2004,20 years,NE Revolution,Not found,27577,https://www.transfermarkt.com/clint-dempsey/profil/spieler/27577
Denílson,https://fbref.com/en/players/87582241/Denilson,Success,Not found,"August 24, 1977",Not found,177cm,Brazil,MF (AM-WM),Not found,1998-1999,20 years,Real Betis,1998,7660,https://www.transfermarkt.com/denlson/profil/spieler/7660
Edwin van der Sar,https://fbref.com/en/players/98ee8a67/Edwin-van-der-Sar,Success,Not found,"October 29, 1970",Not found,197cm,Netherlands,GK,Right,1999-2000,28 years,Juventus,1999,3516,https://www.transfermarkt.com/edwin-van-der-sar/profil/spieler/3516
Rafael van der Vaart,https://fbref.com/en/players/41473b67/Rafael-van-der-Vaart,Success,Not found,"February 11, 1983",Not found,176cm,Netherlands,MF (AM),Left,2000-2001,17 years,Ajax,2000,4192,https://www.transfermarkt.com/rafael-van-der-vaart/profil/spieler/4192
Matt Derbyshire,https://fbref.com/en/players/193ed0c0/Matt-Derbyshire,Success,Not found,"April 14, 1986",Not found,185cm,England eng,FW,Right,2004-2005,18 years,Blackburn,2004,15175,https://www.transfermarkt.com/matt-derbyshire/profil/spieler/15175
Franco Di Santo,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo,Success,Not found,"April 7, 1989",Not found,193cm,Argentina,FW,Right,2008-2009,19 years,Chelsea,2008,59783,https://www.transfermarkt.com/franco-di-santo/profil/spieler/59783
Abou Diaby,https://fbref.com/en/players/8c8b5071/Abou-Diaby,Success,Not found,"May 11, 1986",Not found,190cm,France,MF (DM),Right,2004-2005,18 years,Auxerre,2004,26763,https://www.transfermarkt.com/abou-diaby/profil/spieler/26763
Alessandro Diamanti,https://fbref.com/en/players/cb5af1af/Alessandro-Diamanti,Success,Not found,"May 2, 1983",Not found,180cm,Italy,FW-MF (AM),Left,2004-2005,21 years,AlbinoLeffe,2004,23197,https://www.transfermarkt.com/alessandro-diamanti/profil/spieler/23197
Mohamed Diamé,https://fbref.com/en/players/b7d082af/Mohamed-Diame,Success,Not found,"June 14, 1987",Not found,185cm,Senegal sn  Other: France,MF (AM-CM-DM),Right,2008-2009,21 years,Rayo Vallecano,2008,70950,https://www.transfermarkt.com/mohamed-diam/profil/spieler/70950
Salif Diao,https://fbref.com/en/players/acc326da/Salif-Diao,Success,Not found,"February 10, 1977",Not found,186cm,Senegal,MF (DM),Not found,1996-1997,19 years,Monaco,1996,3600,https://www.transfermarkt.com/salif-diao/profil/spieler/3600
Kagisho Dikgacoi,https://fbref.com/en/players/701d7cac/Kagisho-Dikgacoi,Success,Not found,"November 24, 1984",Not found,180cm,South Africa,MF (CM-DM),Right,2009-2010,24 years,Fulham,2009,63285,https://www.transfermarkt.com/kagisho-dikgacoi/profil/spieler/63285
Sylvain Distin,https://fbref.com/en/players/002d06bb/Sylvain-Distin,Success,Not found,"December 16, 1977",Not found,192cm,Not found,DF (CB),Left,2000-2001,22 years,Paris S-G,2000,3356,https://www.transfermarkt.com/sylvain-distin/profil/spieler/3356
Johan Djourou,https://fbref.com/en/players/b8673e18/Johan-Djourou,Success,Not found,"January 18, 1987",Not found,192cm,Switzerland ch  Other: Côte d'Ivoire,DF (CB),Right,2005-2006,18 years,Arsenal,2005,34561,https://www.transfermarkt.com/johan-djourou/profil/spieler/34561
Graham Dorrans,https://fbref.com/en/players/eeb032db/Graham-Dorrans,Success,Not found,"May 5, 1987",Not found,175cm,Scotland sct,FW-MF (AM-DM),Both,2004-2005,17 years,Livingston,2004,36608,https://www.transfermarkt.com/graham-dorrans/profil/spieler/36608
Giovani dos Santos,https://fbref.com/en/players/7dba6233/Giovani-dos-Santos,Success,Not found,"May 11, 1989",Not found,175cm,Mexico,FW-MF (AM-WM),Left,2007-2008,18 years,Barcelona,2007,44674,https://www.transfermarkt.com/giovani-dos-santos/profil/spieler/44674
Stewart Downing,https://fbref.com/en/players/b13c4620/Stewart-Downing,Success,Not found,"July 22, 1984",Not found,180cm,England eng,"FW-MF (AM-WM, left)",Left,2001-2002,17 years,Middlesbrough,2001,4063,https://www.transfermarkt.com/stewart-downing/profil/spieler/4063
Colin Doyle,https://fbref.com/en/players/93b41c46/Colin-Doyle,Success,Not found,"June 12, 1985 (Age: 40-166d)","Cork, Republic of Ireland",196cm,Republic of Ireland,GK,Right,2004-2005,19 years,Nott'ham Forest,2004,28728,https://www.transfermarkt.com/colin-doyle/profil/spieler/28728
Kevin Doyle,https://fbref.com/en/players/c4689de2/Kevin-Doyle,Success,Not found,"September 18, 1983",Not found,182cm,Republic of Ireland,FW,Right,2005-2006,21 years,Reading,2005,35193,https://www.transfermarkt.com/kevin-doyle/profil/spieler/35193
Didier Drogba,https://fbref.com/en/players/945dea33/Didier-Drogba,Success,Not found,"March 11, 1978",Not found,189cm,Côte d'Ivoire,FW,Right,2001-2002,23 years,Guingamp,2001,3924,https://www.transfermarkt.com/didier-drogba/profil/spieler/3924
Damien Duff,https://fbref.com/en/players/057a6936/Damien-Duff,Success,Not found,"March 2, 1979",Not found,176cm,Republic of Ireland,"FW-MF (WM, left & right)",Not found,1996-1997,17 years,Blackburn,1996,3259,https://www.transfermarkt.com/damien-duff/profil/spieler/3259
David Dunn,https://fbref.com/en/players/7ecdf483/David-Dunn,Success,Not found,"December 27, 1979",Not found,178cm,England eng,MF,Left,1998-1999,18 years,Blackburn,1998,4243,https://www.transfermarkt.com/david-dunn/profil/spieler/4243
Richard Dunne,https://fbref.com/en/players/6cbc015d/Richard-Dunne,Success,Not found,"September 21, 1979",Not found,188cm,Republic of Ireland,DF (CB),Right,1996-1997,16 years,Everton,1996,3807,https://www.transfermarkt.com/richard-dunne/profil/spieler/3807
Kieron Dyer,https://fbref.com/en/players/90b5a2f2/Kieron-Dyer,Success,Not found,"December 29, 1978",Not found,173cm,England eng,MF (AM-WM),Not found,1999-2000,20 years,Newcastle Utd,1999,3118,https://www.transfermarkt.com/kieron-dyer/profil/spieler/3118
Edin Džeko,https://fbref.com/en/players/3bb7f478/Edin-Dzeko,Success,Not found,"March 17, 1986 (Age: 39-253d)","Sarajevo, Bosnia and Herzegovina",193cm,Bosnia and Herzegovina,FW,Right,2007-2008,21 years,Wolfsburg,2007,28396,https://www.transfermarkt.com/edin-deko/profil/spieler/28396
Neal Eardley,https://fbref.com/en/players/2bb4411f/Neal-Eardley,Success,Not found,"November 6, 1988",Not found,180cm,Wales wls,"DF (FB, right)",Right,2006-2007,17 years,Oldham Athletic,2006,49428,https://www.transfermarkt.com/neal-eardley/profil/spieler/49428
Sylvan Ebanks-Blake,https://fbref.com/en/players/9dfe6a3f/Sylvan-Ebanks-Blake,Success,Not found,"March 29, 1986",Not found,178cm,England eng,FW,Right,2006-2007,20 years,Plymouth Argyle,2006,27621,https://www.transfermarkt.com/sylvan-ebanks-blake/profil/spieler/27621
Emmanuel Eboué,https://fbref.com/en/players/1bfae04c/Emmanuel-Eboue,Success,Not found,"June 4, 1983",Not found,178cm,Côte d'Ivoire,"DF-MF (FB-WM, right)",Right,2003-2004,20 years,Beveren,2003,13058,https://www.transfermarkt.com/emmanuel-ebou/profil/spieler/13058
Nathan Eccleston,https://fbref.com/en/players/5d83b302/Nathan-Eccleston,Success,Not found,"December 30, 1990",Not found,178cm,England eng,FW,Not found,2009-2010,18 years,Huddersfield,2009,88983,https://www.transfermarkt.com/nathan-eccleston/profil/spieler/88983
David Edwards,https://fbref.com/en/players/9961eefb/David-Edwards,Success,Not found,"February 3, 1986",Not found,180cm,Wales wls  Other: England,MF (CM),Right,2002-2003,16 years,Shrewsbury,2002,54949,https://www.transfermarkt.com/david-edwards/profil/spieler/54949
Rob Edwards,https://fbref.com/en/players/c1b6c33b/Rob-Edwards,Success,Not found,"January 1, 1973",Not found,183cm,Wales wls,DF,Not found,2001-2002,28 years,Preston,2001,4068,https://www.transfermarkt.com/rob-edwards/profil/spieler/4068
Johan Elmander,https://fbref.com/en/players/3438cef9/Johan-Elmander,Success,Not found,"May 27, 1981",Not found,188cm,Sweden,FW,Not found,2000-2001,19 years,Feyenoord,2000,4383,https://www.transfermarkt.com/johan-elmander/profil/spieler/4383
Ahmed Elmohamady,https://fbref.com/en/players/615ef733/Ahmed-Elmohamady,Success,Not found,"September 9, 1987",Not found,182cm,Egypt,"DF-MF (FB-WM, right)",Right,2010-2011,22 years,Sunderland,2010,66333,https://www.transfermarkt.com/ahmed-elmohamady/profil/spieler/66333
George Elokobi,https://fbref.com/en/players/36aad3ed/George-Elokobi,Success,Not found,"January 31, 1986",Not found,176cm,Not found,"DF (FB, left)",Not found,2004-2005,18 years,Chester City,2004,42048,https://www.transfermarkt.com/george-elokobi/profil/spieler/42048
Brett Emerton,https://fbref.com/en/players/a1866af0/Brett-Emerton,Success,Not found,"February 22, 1979",Not found,185cm,Australia,"DF-MF (FB-WM, right)",Right,2000-2001,21 years,Feyenoord,2000,4367,https://www.transfermarkt.com/brett-emerton/profil/spieler/4367
Jay Emmanuel-Thomas,https://fbref.com/en/players/b5f1c3c8/Jay-Emmanuel-Thomas,Success,Not found,"December 27, 1990 (Age: 34-333d)","London, England, United Kingdom",191cm,England eng,FW-MF (AM-WM),Right,2009-2010,18 years,Blackpool,2009,27969,https://www.transfermarkt.com/jay-emmanuel-thomas/profil/spieler/27969
José Enrique,https://fbref.com/en/players/d56364d5/Jose-Enrique,Success,Not found,"January 23, 1986",Not found,184cm,Spain,"DF (FB, left)",Left,2005-2006,19 years,Celta Vigo,2005,35571,https://www.transfermarkt.com/jos-enrique/profil/spieler/35571
Michael Essien,https://fbref.com/en/players/d6577282/Michael-Essien,Success,Not found,"December 3, 1982",Not found,177cm,Ghana,DF-MF,Right,2000-2001,17 years,Bastia,2000,5588,https://www.transfermarkt.com/michael-essien/profil/spieler/5588
Matthew Etherington,https://fbref.com/en/players/ef616df9/Matthew-Etherington,Success,Not found,"August 14, 1981",Not found,178cm,England eng,"MF (WM, left)",Not found,1999-2000,17 years,Tottenham,1999,3788,https://www.transfermarkt.com/matthew-etherington/profil/spieler/3788
Dickson Etuhu,https://fbref.com/en/players/0f04d7b6/Dickson-Etuhu,Success,Not found,"June 8, 1982",Not found,188cm,Nigeria,MF (DM),Right,2001-2002,19 years,Manchester City,2001,14011,https://www.transfermarkt.com/dickson-etuhu/profil/spieler/14011
Jason Euell,https://fbref.com/en/players/d97fe8bd/Jason-Euell,Success,Not found,"February 6, 1977",Not found,180cm,Jamaica jm  Other: England,FW-MF (CM),Not found,1995-1996,18 years,Wimbledon,1995,3092,https://www.transfermarkt.com/jason-euell/profil/spieler/3092
Jonny Evans,https://fbref.com/en/players/f8fcd2a5/Jonny-Evans,Success,Not found,"January 3, 1988",Not found,188cm,Northern Ireland nir,DF (CB),Right,2006-2007,18 years,Sunderland,2006,42412,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412
Ian Evatt,https://fbref.com/en/players/749bcfb8/Ian-Evatt,Success,Not found,"November 19, 1981",Not found,191cm,Not found,DF (CB),Right,2000-2001,18 years,Derby County,2000,37127,https://www.transfermarkt.com/ian-evatt/profil/spieler/37127
Patrice Evra,https://fbref.com/en/players/51a3caf1/Patrice-Evra,Success,Not found,"May 15, 1981",Not found,174cm,France fr  Other: Senegal,"DF (FB, left)",Left,2002-2003,21 years,Monaco,2002,5285,https://www.transfermarkt.com/patrice-evra/profil/spieler/5285
