player_name,nation,player_url_fbref,current age_fbref,dob_age_fbref,place_birth_fbref,height_fbref,citizenship_fbref,position_fbref,foot_fbref,current_club_fbref,debut_season_fbref,debut_age_fbref,first_club_fbref,debut_year_fbref,player_url_tra,slug,player_id_fbref,home_name_fbref,dob_age_tra,YEAR_tra,place_birth_tra,height_tra,citizenship_tra,position_tra,foot_tra,current_club_tra,joined_tra,contract_expires_tra,outfitter_tra,first_tier_debut_date,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,injury_count_total_tra,days_missed_total_tra,games_missed_total_tra,injury_seasons_tra,Deceased_tra,death_date,death_age,retired_tra,retirement_date_tra,year_retirement,career_lenght,career_lenght_w_actives_and_dead,shirt_number_tra,National_team,total_seasons_national,matches_national,minutes_national,goals_national,CAREER Sum of matches_played,CAREER Sum of minutes,CAREER Sum of goals
Sergio,,https://fbref.com/en/players/7688c579/Sergio,48,5/23/1977,NA,191cm,Spain,DF (CB),NA,NA,1995-1996,18,Sporting Gijón,1995,https://www.transfermarkt.com/sergio-fernandez/profil/spieler/7544,sergio-fernandez,7544,Sergio Fernández,23/05/1977 (48),1977,Avilés,1.91,Spain,Defender - Centre-Back,right,Sporting Gijón,21/10/2012,NA,NA,14/01/1996,18,LaLiga,30/08/1998,21,Segunda División,18,4,113,18,3,No,NA,NA,Yes,21/10/2012,2012,17,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,343,28609,10
Sergio,,https://fbref.com/en/players/c6ed9815/Sergio,48,11/10/1976,NA,182cm,Spain,MF,NA,NA,1995-1996,18,Espanyol,1995,https://www.transfermarkt.com/sergio/profil/spieler/7500,sergio,7500,Sergio,10/11/1976 (48),1976,L'Hospitalet de Llobregat,1.82,Spain,Midfield - Central Midfield,right,Levante,1/8/2011,NA,NA,12/4/1998,21,LaLiga,No second tier career,NA,No second tier career,21,1,75,15,1,No,NA,NA,Yes,1/8/2011,2011,16,16,NA,Yes,1,1,38,0,467,35563,39
Sergio Álvarez,es ESP,https://fbref.com/en/players/8875b8c9/Sergio-Alvarez,38,8/3/1986,NA,177cm,NA,GK,Right,NA,2010-2011,23,Celta Vigo,2010,https://www.transfermarkt.com/sergio-alvarez/profil/spieler/45912,sergio-alvarez,45912,Sergio Álvarez,3/8/1986,1986,Vilagarcía de Arousa,1.79,Spain,Goalkeeper,right,Celta de Vigo,1/7/2021,NA,NA,5/10/2012,26,LaLiga,4/6/2011,24,Segunda División,24,3,2031,57,1,No,NA,NA,Yes,1/7/2021,2021,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,179,15636,0
Sergio Álvarez,,https://fbref.com/en/players/88d91621/Sergio-Alvarez,33,1/23/1992,"Avilés, Spain",180cm,Spain,DF-MF (CM-DM),Right,Eibar,2009-2010,17,Sporting Gijón,2009,https://www.transfermarkt.com/sergio-alvarez/profil/spieler/138935,sergio-alvarez,138935,Sergio Álvarez,23/01/1992 (33),1992,Avilés,1.83,Spain,Midfield - Defensive Midfield,right,SD Eibar,26/07/2018,30/06/2026,NA,"16/05/2010	",18,LaLiga,"24/11/2013	",21,Segunda División,18,5,235,31,4,No,NA,NA,No,NA,NA,NA,16,6,No,0,Not_national_team,Not_national_team,Not_national_team,400,30103,13
Sergio Abad Beyxer,es ESP,https://fbref.com/en/players/30f729b3/Sergio-Abad-Beyxer,36,3/1/1989,NA,NA,NA,MF (WM),NA,NA,2010-2011,21,Levante,2010,https://www.transfermarkt.com/mono/profil/spieler/170741,mono,170741,"
Sergio Abad Beyxer",1/3/1989,1989,Valencia,1.76,Spain,Attack - Centre-Forward,both,Petrelense,1/7/2018,NA,NA,21/11/2010,21,LaLiga,NA,NA,NA,21,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2018,2018,8,8,NA,No,0,Not_national_team,Not_national_team,Not_national_team,1,5,0
Sergio Agüero,ar ARG,https://fbref.com/en/players/4d034881/Sergio-Aguero,37,6/2/1988,NA,172cm,Argentina,FW,Right,NA,2006-2007,18,Atlético Madrid,2006,https://www.transfermarkt.com/sergio-aguero/profil/spieler/26399,sergio-aguero,26399,Sergio Agüero,2/6/1988,1988,Quilmes,1.73,Argentina  Spain,Attack - Centre-Forward,right,Barcelona,15/12/2021,NA,Puma,6/7/2003,15,Torneo Final,No second tier career,NA,No second tier career,15,27,750,141,10,No,NA,NA,Yes,15/12/2021,2021,15,15,NA,Yes,12,41,2329,19,588,42273,338
Sergio Aguza,es ESP,https://fbref.com/en/players/b8e26df0/Sergio-Aguza,32,9/2/1992,NA,175cm,NA,MF,Right,NA,2013-2014,20,Real Madrid B,2013,https://www.transfermarkt.com/sergio-aguza/profil/spieler/246244,sergio-aguza,246244,Sergio Aguza,2/9/1992,1992,Sant Boi de Llobregat,1.76,Spain,Midfield - Central Midfield,right,Arenteiro,19/08/2025,30/06/2026,NA,NA,NA,NA,8/9/2013,21,Segunda División,21,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,12,17,No,0,Not_national_team,Not_national_team,Not_national_team,182,11194,14
Sergio Asenjo,es ESP,https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo,36,6/28/1989,NA,189cm,Spain,GK,Right,NA,2007-2008,18,Valladolid,2007,https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710,sergio-asenjo,51710,Sergio Asenjo,28/06/1989,1989,Palencia,1.89,Spain,Goalkeeper,right,Real Valladolid,1/9/2023,NA,NA,2/12/2007,18,LaLiga,No second tier career,NA,No second tier career,18,9,1079,168,8,No,NA,NA,Yes,1/9/2023,2023,16,16,NA,Yes,4,1,90,0,353,31467,0
Sergio Ballesteros,es ESP,https://fbref.com/en/players/29863c56/Sergio-Ballesteros,49,9/4/1975,NA,188cm,Spain,DF (CB),NA,NA,1995-1996,19,Tenerife,1995,https://www.transfermarkt.com/sergio-ballesteros/profil/spieler/7828,sergio-ballesteros,7828,Sergio Ballesteros,4/9/1975,1975,Burjassot,1.88,Spain,Defender - Centre-Back,right,Levante,1/7/2013,NA,NA,3/1/1996,20,LaLiga,21/08/1999,23,LaLiga2,20,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2013,2013,18,18,NA,No,0,Not_national_team,Not_national_team,Not_national_team,494,42704,9
Sergio Busquets,es ESP,https://fbref.com/en/players/5ab0ea87/Sergio-Busquets,37,"July 16, 1988 (Age: 37-102d)","Sabadell, Spain",189cm,Spain,MF (CM-DM),Right,Inter Miami,2008-2009,20,Barcelona,2008,https://www.transfermarkt.com/sergio-busquets/profil/spieler/65230,sergio-busquets,65230,Sergio Busquets,16/07/1988,1988,Badia del Vallès,1.89,Spain,Midfield - Defensive Midfield,right,Miami,16/07/2023,31/12/2025,Nike,13/09/2008,20,LaLiga,No second tier career,NA,No second tier career,20,18,163,30,10,No,NA,NA,No,NA,NA,NA,17,5,Yes,26,117,9411,2,780,62134,16
Sergio Canales,es ESP,https://fbref.com/en/players/a6de370d/Sergio-Canales,34,"February 16, 1991 (Age: 34-252d)","Santander, Spain",176cm,Spain,FW-MF (AM-CM),Left,Monterrey,2008-2009,17,Racing Sant,2008,https://www.transfermarkt.com/sergio-canales/profil/spieler/66106,sergio-canales,66106,Sergio Canales,16/02/1991,1991,Santander,1.78,Spain,Midfield - Attacking Midfield,left,Monterrey,24/07/2023,30/06/2026,NA,5/10/2008,17,LaLiga,No second tier career,NA,No second tier career,17,18,922,162,12,No,NA,NA,No,NA,NA,NA,17,10,Yes,5,11,469,1,545,36506,98
Sergio Escudero,es ESP,https://fbref.com/en/players/b0616e3d/Sergio-Escudero,35,"September 2, 1989 (Age: 36-054d)","Valladolid, Spain",176cm,NA,"DF-MF (FB, left)",Left,Deportivo La Coruña,2008-2009,18,Real Murcia,2008,https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,sergio-escudero,93935,Sergio Escudero,2/9/1989,1989,Valladolid,1.76,Spain,Defender - Left-Back,left,Dep. La Coruña,18/07/2024,30/06/2026,Nike,26/02/2011,21,1.Bundesliga,13/06/2009,19,Segunda División,19,18,551,98,11,No,NA,NA,No,NA,NA,NA,17,18,No,0,Not_national_team,Not_national_team,Not_national_team,388,29051,19
Sergio García,es ESP,https://fbref.com/en/players/2bee98fd/Sergio-Garcia,42,6/9/1983,NA,175cm,Spain,FW-MF (WM),Right,NA,2003-2004,20,Barcelona,2003,https://www.transfermarkt.com/sergio-garcia/profil/spieler/7922,sergio-garcia,7922,Sergio García,9/6/1983,1983,Barcelona,1.74,Spain,Attack - Centre-Forward,right,Montañesa,1/7/2021,NA,NA,6/25/1905,20,LaLiga,7/1/1905,26,1/0/1900,20,15,449,89,8,No,NA,NA,Yes,1/7/2021,2021,18,18,NA,Yes,1,1,90,0,412,28715,90
Sergio Mantecón,es ESP,https://fbref.com/en/players/71eaddb6/Sergio-Mantecon,45,6/8/1980,NA,177cm,NA,MF (DM),Right,NA,2001-2002,21,Badajoz,2001,https://www.transfermarkt.com/sergio-mantecon/profil/spieler/70890,sergio-mantecon,70890,Sergio Mantecón,8/6/1980,1980,Madrid,1.74,Spain,Midfield - Central Midfield,right,Lorca Deportiva,1/7/2017,NA,NA,19/08/2013,33,LaLiga,7/1/2001,20,Segunda División,20,5,101,15,3,No,NA,NA,Yes,1/7/2017,2017,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,283,19859,9
Sergio Marcos,es ESP,https://fbref.com/en/players/e331be23/Sergio-Marcos,33,2/3/1992,NA,177cm,NA,MF,Right,NA,2014-2015,22,Villarreal,2014,https://www.transfermarkt.com/sergio-marcos/profil/spieler/126875,sergio-marcos,126875,Sergio Marcos,3/2/1992,1992,Sacedón,1.76,Spain,Midfield - Central Midfield,left,RSD Alcalá,9/7/2024,30/06/2026,NA,15/02/2015,23,LaLiga,23/08/2015,23,Segunda División,23,1,20,5,1,No,NA,NA,No,NA,NA,NA,11,8,No,0,Not_national_team,Not_national_team,Not_national_team,95,4944,3
Sergio Matabuena,es ESP,https://fbref.com/en/players/93faf8c3/Sergio-Matabuena,46,2/12/1979,NA,185cm,NA,MF (DM),NA,NA,2002-2003,23,Racing Sant,2002,https://www.transfermarkt.com/sergio-matabuena/profil/spieler/7863,sergio-matabuena,7863,Sergio Matabuena,12/2/1979,1979,Santander,1.85,Spain,Midfield - Defensive Midfield,right,Real Valladolid,1/7/2012,NA,NA,17/11/2002,23,LaLiga,26/08/2007,28,Segunda División,23,1,32,2,1,No,NA,NA,Yes,1/7/2012,2012,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,169,9845,7
Sergio Pelegrín,es ESP,https://fbref.com/en/players/e360782f/Sergio-Pelegrin,46,4/18/1979,NA,184cm,Spain,DF (CB),Left,NA,2007-2008,28,Salamanca,2007,https://www.transfermarkt.com/sergio-pelegrin/profil/spieler/57944,sergio-pelegrin,57944,Sergio Pelegrín,14/08/1979,1979,Barcelona,1.85,Spain,Defender - Centre-Back,left,Elche CF,1/7/2017,NA,NA,4/11/2013,34,LaLiga,26/08/2007,28,Segunda División,28,5,186,25,5,No,NA,NA,Yes,1/7/2017,2017,10,10,NA,No,0,Not_national_team,Not_national_team,Not_national_team,291,24815,15
Sergio Ramos,es ESP,https://fbref.com/en/players/08511d65/Sergio-Ramos,39,"March 30, 1986 (Age: 39-210d)","Camas, Spain",183cm,Spain,DF (CB-FB),Right,Monterrey,2003-2004,17,Sevilla,2003,https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557,sergio-ramos,25557,Sergio Ramos,30/03/1986,1986,Camas,1.84,Spain,Defender - Centre-Back,right,Monterrey,6/2/2025,31/12/2025,Mizuno,1/2/2004,17,LaLiga,No second tier career,NA,No second tier career,17,36,870,164,14,No,NA,NA,No,NA,NA,NA,22,93,Yes,26,133,10528,21,789,68094,117
Sergio Rico,es ESP,https://fbref.com/en/players/5f0241b2/Sergio-Rico,31,"September 1, 1993 (Age: 32-055d)","Sevilla, Spain",194cm,Spain,GK,Right,Al Gharrafa,2014-2015,20,Sevilla,2014,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,sergio-rico,207302,Sergio Rico,1/9/1993,1993,Sevilla,1.96,Spain,Goalkeeper,right,Al-Gharafa,26/09/2024,30/06/2026,NA,14/09/2014,21,LaLiga,No second tier career,NA,No second tier career,21,6,435,62,3,No,NA,NA,No,NA,NA,NA,11,15,Yes,6,1,17,0,238,21116,0
Sergio Sánchez,es ESP,https://fbref.com/en/players/83a83b0a/Sergio-Sanchez,39,4/3/1986,NA,185cm,Spain,DF (CB),Right,NA,2004-2005,18,Espanyol,2004,https://www.transfermarkt.com/sergio-sanchez/profil/spieler/38270,sergio-sanchez,38270,Sergio Sánchez,3/4/1986,1986,Mataró,1.85,Spain,Defender - Centre-Back,right,Cádiz CF,1/7/2020,NA,NA,24/04/2005,19,LaLiga,21/01/2007,20,Segunda División,19,14,581,101,7,No,NA,NA,Yes,1/7/2020,2020,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,258,20840,5
Sergio Tejera,es ESP,https://fbref.com/en/players/3d5734ef/Sergio-Tejera,35,"May 28, 1990 (Age: 35-151d)","Barcelona, Spain",181cm,Spain,MF (CM-DM-WM),Left,APOEL Nikosia,2010-2011,20,Mallorca,2010,https://www.transfermarkt.com/sergio-tejera/profil/spieler/38817,sergio-tejera,38817,Sergio Tejera,28/05/1990,1990,Barcelona,1.8,Spain,Midfield - Central Midfield,left,Racing Ferrol,3/9/2025,30/06/2026,NA,7/11/2010,20,LaLiga,16/02/2014,23,Segunda División,20,8,161,24,5,No,NA,NA,No,NA,NA,NA,15,14,No,0,Not_national_team,Not_national_team,Not_national_team,323,22483,19
Seydou Keita,ml MLI,https://fbref.com/en/players/500c4e9b/Seydou-Keita,45,1/16/1980,NA,183cm,Mali,MF,Left,NA,1999-2000,19,Marseille,1999,https://www.transfermarkt.com/seydou-keita/profil/spieler/5486,seydou-keita,5486,Seydou Keita,16/01/1980,1980,Bamako,1.83,Mali  France,Midfield - Central Midfield,left,El-Jaish,1/7/2017,NA,adidas,6/21/1905,19,Ligue 1,6/22/1905,20,1/0/1900,19,10,204,44,5,No,NA,NA,Yes,1/7/2017,2017,18,18,NA,Yes,7,26,2302,7,484,34241,49
Shkodran Mustafi,de GER,https://fbref.com/en/players/3f2d59fe/Shkodran-Mustafi,33,4/17/1992,NA,184cm,Germany,"DF (CB, right)",Right,NA,2011-2012,19,Sampdoria,2011,https://www.transfermarkt.com/shkodran-mustafi/profil/spieler/88590,shkodran-mustafi,88590,Shkodran Mustafi,17/04/1992,1992,Bad Hersfeld,1.84,Germany  Albania,Defender - Centre-Back,right,Levante,25/06/2024,NA,Nike,10/9/2016,24,Premier League,26/05/2012,20,Serie B,20,21,801,121,9,No,NA,NA,Yes,25/06/2024,2024,13,13,NA,Yes,9,20,1434,2,310,25427,19
Sidnei,br BRA,https://fbref.com/en/players/b14d0c5d/Sidnei,35,"August 23, 1989 (Age: 36-064d)","Alegrete, Brazil",185cm,Brazil,"DF (CB, left)",Right,NA,2008-2009,18,Benfica,2008,https://www.transfermarkt.com/sidnei/profil/spieler/27374,sidnei,27374,Sidnei,23/08/1989,1989,Alegrete,1.84,Brazil  Spain,Defender - Centre-Back,right,Monsoon FC,1/1/2025,30/04/2025,NA,6/29/1905,17,Campeonato Brasileiro Série A,7/4/1905,23,1/0/1900,17,18,410,51,7,No,NA,NA,No,NA,NA,NA,17,NA,No,0,Not_national_team,Not_national_team,Not_national_team,289,23226,14
Simão Mate Junior,mz MOZ,https://fbref.com/en/players/68723d1f/Simao-Mate-Junior,37,6/23/1988,NA,178cm,Mozambique,DF-MF (DM),Right,NA,2007-2008,19,Panathinaikos,2007,https://www.transfermarkt.com/simao/profil/spieler/58281,simao,58281,Simão,23/06/1988 (37),1988,Maputo,1.8,Mozambique,Midfield - Defensive Midfield,right,Vegalta Sendai,1/7/2023,NA,NA,9/12/2007,19,Super League 1,No second tier career,NA,No second tier career,19,2,86,12,2,No,NA,NA,Yes,1/7/2023,2023,16,16,NA,Yes,4,8,675,0,272,19715,8
Simão Sabrosa,pt POR,https://fbref.com/en/players/76a65612/Simao-Sabrosa,45,10/31/1979,NA,170cm,Portugal,MF (AM-WM),Both,NA,1999-2000,19,Barcelona,1999,https://www.transfermarkt.com/simao/profil/spieler/8019,simao,8019,Simão,31/10/1979,1979,Vila Real,1.74,Portugal,Attack - Left Winger,right,NorthEast Utd.,1/1/2016,NA,NA,16/05/1997,17,Liga Portugal,No second tier career,NA,No second tier career,17,4,45,12,3,No,NA,NA,Yes,1/1/2016,2016,17,17,NA,Yes,7,43,2938,12,538,41522,134
Sisi,es ESP,https://fbref.com/en/players/add7ec92/Sisi,39,4/22/1986,NA,168cm,Spain,"FW-MF (WM, right)",Right,NA,2005-2006,19,Hércules,2005,https://www.transfermarkt.com/sisi-gonzalez/profil/spieler/51713,sisi-gonzalez,51713,Sisi González,22/04/1986,1986,Albacete,1.68,Spain,Midfield - Attacking Midfield,right,Ehime FC,1/2/2021,NA,NA,26/08/2007,21,LaLiga,4/9/2005,19,Segunda División,19,8,999,142,7,No,NA,NA,Yes,1/2/2021,2021,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,366,26988,18
Sofiane Feghouli,dz ALG,https://fbref.com/en/players/691f64f5/Sofiane-Feghouli,35,12/26/1989,NA,178cm,Algeria dz  Other: France,"FW-MF (AM-WM, right)",Right,NA,2008-2009,18,Grenoble,2008,https://www.transfermarkt.com/sofiane-feghouli/profil/spieler/57162,sofiane-feghouli,57162,Sofiane Feghouli,26/12/1989,1989,Levallois-Perret,1.77,Algeria  France,Midfield - Attacking Midfield,right,A. Baghdad SC,5/8/2025,NA,NA,9/8/2008,18,Ligue 1,27/04/2007,17,Ligue 2,17,29,769,152,13,No,NA,NA,No,NA,NA,NA,17,89,Yes,20,64,4635,17,428,27087,63
Stéphane Mbia,cm CMR,https://fbref.com/en/players/c39d9657/Stephane-Mbia,39,5/20/1986,NA,190cm,Cameroon,DF-MF (CB-DM),Right,NA,2004-2005,18,Rennes,2004,https://www.transfermarkt.com/stephane-mbia/profil/spieler/27470,stephane-mbia,27470,Stéphane Mbia,20/05/1986,1986,Yaoundé,1.89,Cameroon  France,Midfield - Defensive Midfield,right,Without Club,1/7/2024,NA,adidas,19/02/2005,18,Ligue 1,10/10/2021,35,Segunda División,18,11,662,97,6,No,NA,NA,No,NA,NA,NA,21,NA,Yes,9,25,1844,1,404,31990,35
Stefan Babović,rs SRB,https://fbref.com/en/players/efb3ce2a/Stefan-Babovic,38,1/7/1987,NA,178cm,Serbia rs  Other: Montenegro,MF (AM-WM),Left,NA,2008-2009,21,Nantes,2008,https://www.transfermarkt.com/stefan-babovic/profil/spieler/29237,stefan-babovic,29237,Stefan Babovic,7/1/1987,1987,Berane,1.8,Serbia,Midfield - Attacking Midfield,left,Partizan,14/01/2016,NA,NA,8/8/2004,17,Linglong Tire Super liga Srbije,11/1/2008,21,Ligue 2,17,1,14,4,1,No,NA,NA,Yes,14/01/2016,2016,8,8,NA,Yes,2,1,28,0,156,10732,25
Stephan Andersen,dk DEN,https://fbref.com/en/players/314c2af0/Stephan-Andersen,43,11/26/1981,NA,188cm,Denmark,GK,Right,NA,2003-2004,21,AB Copenhagen,2003,https://www.transfermarkt.com/stephan-andersen/profil/spieler/17880,stephan-andersen,17880,Stephan Andersen,26/11/1981,1981,Copenhagen,1.88,Denmark,Goalkeeper,right,Vaerebro Bk,1/7/2023,NA,NA,27/07/2003,21,Superligaen,No second tier career,NA,No second tier career,21,6,545,78,5,No,NA,NA,Yes,1/7/2023,2023,20,20,NA,Yes,11,17,1530,0,336,29957,0
Stole Dimitrievski,mk MKD,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski,31,"December 25, 1993 (Age: 31-305d)","Kumanovo, North Macedonia",188cm,North Macedonia,GK,Right,Valencia,2014-2015,20,Granada,2014,https://www.transfermarkt.com/stole-dimitrievski/profil/spieler/165467,stole-dimitrievski,165467,Stole Dimitrievski,25/12/1993,1993,Kumanovo,1.88,North Macedonia  Spain,Goalkeeper,right,Valencia,1/7/2024,30/06/2026,NA,7/2/1905,16,Prva Makedonska Fudbalska Liga,7/8/1905,22,1/0/1900,16,1,13,2,1,No,NA,NA,No,NA,NA,NA,11,1,Yes,20,84,7536,0,251,22598,0
Sulayman Marreh,gm GAM,https://fbref.com/en/players/44b49036/Sulayman-Marreh,29,1/15/1996,NA,184cm,Gambia,DF-MF (CB-DM),Right,NA,2014-2015,18,Granada,2014,https://www.transfermarkt.com/sulayman-marreh/profil/spieler/264046,sulayman-marreh,264046,Sulayman Marreh,15/01/1996,1996,Banjul,1.84,The Gambia,Midfield - Defensive Midfield,right,Without Club,1/7/2024,NA,NA,17/10/2014,18,LaLiga,10/2/2018,22,Segunda División,18,7,126,20,5,No,NA,NA,No,NA,NA,NA,11,NA,Yes,14,30,2458,1,86,5456,2
Suso,es ESP,https://fbref.com/en/players/4e219ad2/Suso,31,"November 19, 1993 (Age: 31-341d)","Cadiz, Spain",176cm,Spain,"FW-MF (AM, right)",Left,Cádiz,2012-2013,18,Liverpool,2012,https://www.transfermarkt.com/suso/profil/spieler/111961,suso,111961,Suso,19/11/1993,1993,Cádiz,1.77,Spain,Attack - Right Winger,left,Cádiz CF,1/7/2025,30/06/2029,NA,23/09/2012,18,Premier League,17/08/2025,31,LaLiga2,18,14,421,82,10,No,NA,NA,No,NA,NA,NA,13,11,Yes,5,5,267,0,404,26008,45
Tarsicio Aguado,es ESP,https://fbref.com/en/players/345ebb78/Tarsicio-Aguado,30,10/16/1994,NA,179cm,NA,MF,NA,NA,2012-2013,17,Zaragoza,2012,https://www.transfermarkt.com/tarsi-aguado/profil/spieler/249459,tarsi-aguado,249459,Tarsi Aguado,16/10/1994,1994,Tudela,1.79,Spain,Midfield - Central Midfield,right,AD Alcorcón,11/7/2025,30/06/2026,NA,20/01/2013,18,LaLiga,20/10/2013,19,Segunda División,18,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,13,18,No,0,Not_national_team,Not_national_team,Not_national_team,18,972,0
Tato,es ESP,https://fbref.com/en/players/03c45164/Tato,33,7/9/1992,NA,178cm,NA,MF,Left,NA,2010-2011,18,Racing Sant,2010,https://www.transfermarkt.com/tato/profil/spieler/180825,tato,180825,Tato,09/07/1992 (33),1992,Maliaño,1.78,Spain,Midfield - Defensive Midfield,left,Víkingur Ó.,14/03/2025,31/12/2025,NA,15/05/2011,18,LaLiga,No second tier career,NA,No second tier career,18,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,15,21,No,0,Not_national_team,Not_national_team,Not_national_team,4,105,0
Teerasil Dangda,th THA,https://fbref.com/en/players/2e3697ce/Teerasil-Dangda,37,"June 6, 1988 (Age: 37-142d)",Thailand,181cm,Thailand,FW,Right,Bangkok United FC,2014-2015,26,Almería,2014,https://www.transfermarkt.com/teerasil-dangda/profil/spieler/65233,teerasil-dangda,65233,Teerasil Dangda,6/6/1988,1988,Bangkok,1.81,Thailand,Attack - Centre-Forward,right,Bangkok Utd.,1/7/2025,30/06/2026,Skechers,2/3/2013,24,Thai League,No second tier career,NA,No second tier career,24,10,457,69,7,No,NA,NA,No,NA,NA,NA,11,10,Yes,17,69,5517,21,66,2687,10
Theo Bongonda,cd COD,https://fbref.com/en/players/0da6a13e/Theo-Bongonda,29,"November 20, 1995 (Age: 29-340d)","Charleroi, Belgium",177cm,Congo DR cd  Other: Belgium,FW-MF (AM),Left,Spartak Moscow,2013-2014,17,Zulte Waregem,2013,https://www.transfermarkt.com/theo-bongonda/profil/spieler/280701,theo-bongonda,280701,Théo Bongonda,20/11/1995,1995,Charleroi,1.75,DR Congo  Belgium,Attack - Right Winger,left,Spartak Moscow,12/7/2023,30/06/2027,NA,15/12/2013,18,Jupiler Pro League,No second tier career,NA,No second tier career,18,6,162,24,5,No,NA,NA,No,NA,NA,NA,12,77,Yes,6,24,1471,5,329,20770,64
Theofanis Gekas,gr GRE,https://fbref.com/en/players/244bc211/Theofanis-Gekas,45,5/23/1980,NA,179cm,Greece,FW,Right,NA,2002-2003,22,Kallithea,2002,https://www.transfermarkt.com/theofanis-gekas/profil/spieler/16402,theofanis-gekas,16402,Theofanis Gekas,23/05/1980,1980,Larisa,NA,Greece,Attack - Centre-Forward,NA,Sivasspor,1/7/2017,NA,NA,25/08/2002,22,Stoiximan Super League,19/09/1999,19,Football League,19,6,123,18,5,No,NA,NA,Yes,1/7/2017,2017,15,15,NA,Yes,12,52,3015,19,401,28778,184
Thiago Alcántara,es ESP,https://fbref.com/en/players/77e84962/Thiago-Alcantara,34,4/11/1991,NA,172cm,Spain es  Other: Italy,MF (CM-DM-WM),Right,NA,2008-2009,17,Barcelona,2008,https://www.transfermarkt.com/thiago-alcantara/profil/spieler/60444,thiago-alcantara,60444,Thiago Alcántara,11/4/1991,1991,San Pietro Vernotico,1.74,Spain  Brazil,Midfield - Central Midfield,right,Liverpool,8/7/2024,NA,adidas,17/05/2009,18,LaLiga,28/08/2010,19,Segunda División,18,40,1600,354,13,No,NA,NA,Yes,8/7/2024,2024,16,16,NA,Yes,16,44,2534,2,417,28921,40
Thibaut Courtois,be BEL,https://fbref.com/en/players/1840e36d/Thibaut-Courtois,33,"May 11, 1992 (Age: 33-168d)","Bree, Belgium",199cm,Belgium,GK,Left,Real Madrid,2008-2009,16,Genk,2008,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390,thibaut-courtois,108390,Thibaut Courtois,11/5/1992,1992,Bree,2,Belgium,Goalkeeper,left,Real Madrid,9/8/2018,30/06/2027,Nike,17/04/2009,16,Jupiler Pro League,No second tier career,NA,No second tier career,16,24,648,128,12,No,NA,NA,No,NA,NA,NA,17,1,Yes,23,102,9210,0,630,56801,0
Thievy Bifouma,cg CGO,https://fbref.com/en/players/5978dc3c/Thievy-Bifouma,33,"May 13, 1992 (Age: 33-166d)","Saint-Denis, France",180cm,Congo cg  Other: France,FW-MF (AM),Right,Perspolis,2010-2011,18,Espanyol,2010,https://www.transfermarkt.com/thievy-bifouma/profil/spieler/181477,thievy-bifouma,181477,Thievy Bifouma,13/05/1992,1992,Saint Denis,1.8,Congo  France,Attack - Left Winger,right,Persepolis,1/7/2025,30/06/2027,NA,13/03/2011,18,LaLiga,8/9/2012,20,Segunda División,18,11,157,25,6,No,NA,NA,No,NA,NA,NA,15,23,Yes,11,33,2567,13,311,19983,49
Thomas Partey,gh GHA,https://fbref.com/en/players/529f49ab/Thomas-Partey,32,"June 13, 1993 (Age: 32-135d)","Odumase Krobo, Ghana",185cm,Ghana,DF-MF (CM-DM),Right,Villarreal,2013-2014,20,Mallorca,2013,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,thomas-partey,230784,Thomas Partey,13/06/1993,1993,Odumase Krobo,1.85,Ghana,Midfield - Defensive Midfield,right,Villarreal,7/8/2025,30/06/2026,adidas,23/08/2014,21,LaLiga,18/08/2013,20,Segunda División,20,13,458,88,7,No,NA,NA,No,NA,NA,NA,12,16,Yes,19,54,4527,15,435,29432,34
Thomas Vermaelen,be BEL,https://fbref.com/en/players/d0d79694/Thomas-Vermaelen,39,11/14/1985,NA,183cm,Belgium,"DF (CB, left)",Left,NA,2003-2004,17,Ajax,2003,https://www.transfermarkt.com/thomas-vermaelen/profil/spieler/15904,thomas-vermaelen,15904,Thomas Vermaelen,14/11/1985,1985,Kapellen,1.83,Belgium,Defender - Centre-Back,left,Vissel Kobe,21/01/2022,NA,Nike,15/02/2004,18,Eredivisie,No second tier career,NA,No second tier career,18,35,1401,285,14,No,NA,NA,Yes,21/01/2022,2022,19,19,NA,Yes,19,65,4962,1,372,29379,27
