player_name,fbref_url,transfer_url,nationality,career_length,retired,retirement_age,age_current,debut_age,debut_year,injury_count_total,days_missed_total,games_missed_total,total_matches_club,total_matches_total,seasons_club,foot,position_simple,height,debut_age_num,height_clean,debut_year_num,injuries_per_season,foot_clean,event,debut_band,height_group,inj_band,debut_decade,nationality_clean,region
Pedro López Muñoz,https://fbref.com/en/players/a60823a4/Pedro-Lopez-Munoz,https://www.transfermarkt.com/pedro-lopez/profil/spieler/25412,Spain,18,Yes,38,41,20,2004,7,275,34,401,401,0,right,Defender,1.74,20,1.74,2004,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Pedro León,https://fbref.com/en/players/d66b9872/Pedro-Leon,https://www.transfermarkt.com/pedro-leon/profil/spieler/51587,Spain,22,No,NA,38,18,2004,6,556,69,470,470,0,right,Attack,1.83,18,1.83,2004,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Pedro Martín,https://fbref.com/en/players/99ee29b5/Pedro-Martin,https://www.transfermarkt.com/pedro-martin/profil/spieler/192585,Spain,13,Yes,33,33,20,2011,2,99,11,159,159,0,right,Attack,1.89,20,1.89,2011,0,right,1,"[18,21)","(1.83,2]","[1,3]",2010s,Spain,EU_Major
Pedro Morales,https://fbref.com/en/players/ff840341/Pedro-Morales,https://www.transfermarkt.com/pedro-morales/profil/spieler/75314,Chile,19,Yes,38,40,19,2008,7,166,22,199,199,0,right,Attack,1.8,19,1.8,2008,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Chile,Rest_of_World
Pedro Mosquera,https://fbref.com/en/players/c5fa58ea/Pedro-Mosquera,https://www.transfermarkt.com/pedro-mosquera/profil/spieler/44069,Spain,19,Yes,37,37,18,2006,8,581,62,353,353,0,left,Midfield,1.84,18,1.84,2006,0,left,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Pedro Munitis,https://fbref.com/en/players/61b5cd53/Pedro-Munitis,https://www.transfermarkt.com/pedro-munitis/profil/spieler/7864,Spain,18,Yes,37,50,19,1994,3,96,21,476,478,1,both,Attack,1.67,19,1.67,1994,3,both,1,"[18,21)","[1.6,1.78]","[1,3]",1990s,Spain,EU_Major
Pedro Orfila,https://fbref.com/en/players/a38c114e/Pedro-Orfila,https://www.transfermarkt.com/pedro-orfila/profil/spieler/89508,Spain,14,No,NA,37,23,2011,NA,NA,NA,118,118,0,right,Defender,1.78,23,1.78,2011,0,right,0,"[21,24)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Pedro Ríos,https://fbref.com/en/players/96ef8f9f/Pedro-Rios,https://www.transfermarkt.com/pedro-rios/profil/spieler/29187,Spain,17,Yes,39,43,22,2004,3,120,19,374,374,0,right,Attack,1.75,22,1.75,2004,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Pepe,https://fbref.com/en/players/c906ce0f/Pepe,https://www.transfermarkt.com/pepe/profil/spieler/14132,Portugal  Brazil,23,Yes,42,42,19,2001,47,1152,226,660,783,31,right,Defender,1.87,19,1.87,2001,1.516129032,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Portugal Brazil,EU_Major
Philippe Coutinho,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho,https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,Brazil  Portugal,17,No,NA,33,17,2010,28,992,202,487,540,10,right,Attack,1.72,17,1.72,2010,2.8,right,0,"[15,18)","[1.6,1.78]","(8,56]",2010s,Brazil Portugal,EU_Major
Philippe Senderos,https://fbref.com/en/players/b1d82fc2/Philippe-Senderos,https://www.transfermarkt.com/philippe-senderos/profil/spieler/4277,Switzerland  Spain,18,Yes,35,40,17,2004,18,844,239,211,239,11,right,Defender,1.89,17,1.89,2004,1.636363636,right,1,"[15,18)","(1.83,2]","(8,56]",2000s,Switzerland Spain,EU_Major
Pierre Webó,https://fbref.com/en/players/3d6f05ea/Pierre-Webo,https://www.transfermarkt.com/pierre-webo/profil/spieler/16589,Cameroon  Spain,16,Yes,37,43,21,2002,9,270,54,417,429,5,right,Attack,1.81,21,1.81,2002,1.8,right,1,"[21,24)","(1.78,1.83]","(8,56]",2000s,Cameroon Spain,EU_Major
Piet Velthuizen,https://fbref.com/en/players/b7a7d76a/Piet-Velthuizen,https://www.transfermarkt.com/piet-velthuizen/profil/spieler/30585,Netherlands,15,Yes,35,38,20,2006,4,141,16,221,221,0,right,Goalkeeper,1.89,20,1.89,2006,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Netherlands,EU_Major
Piti,https://fbref.com/en/players/ab530738/Piti,https://www.transfermarkt.com/piti/profil/spieler/58076,Spain,17,Yes,40,44,23,2004,21,477,56,379,379,0,left,Attack,1.77,23,1.77,2004,0,left,1,"[21,24)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Pizzi,https://fbref.com/en/players/96094cbc/Pizzi,https://www.transfermarkt.com/pizzi/profil/spieler/64339,Portugal,17,No,NA,35,19,2009,4,35,6,476,491,8,right,Attack,1.77,19,1.77,2009,0.5,right,0,"[18,21)","[1.6,1.78]","(3,8]",2000s,Portugal,EU_Major
Portu,https://fbref.com/en/players/1bda5842/Portu,https://www.transfermarkt.com/portu/profil/spieler/99353,Spain,12,No,NA,33,21,2013,3,96,14,452,452,0,right,Attack,1.67,21,1.67,2013,0,right,0,"[21,24)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Przemysław Tytoń,https://fbref.com/en/players/1fa85681/Przemyslaw-Tyton,https://www.transfermarkt.com/przemyslaw-tyton/profil/spieler/33210,Poland,21,No,NA,38,18,2005,7,309,44,240,247,5,right,Goalkeeper,1.95,18,1.95,2005,1.4,right,0,"[18,21)","(1.83,2]","(3,8]",2000s,Poland,Rest_of_World
Quini,https://fbref.com/en/players/7a538238/Quini,https://www.transfermarkt.com/quini/profil/spieler/223053,Spain,15,No,NA,35,22,2012,5,393,54,321,321,0,right,Defender,1.78,22,1.78,2012,0,right,0,"[21,24)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Quique,https://fbref.com/en/players/c966fce1/Quique,https://www.transfermarkt.com/quique-gonzalez/profil/spieler/79352,Spain,16,No,NA,35,20,2014,2,44,8,301,301,0,left,Attack,1.77,20,1.77,2014,0,left,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Quique Rivero,https://fbref.com/en/players/0204d102/Quique-Rivero,https://www.transfermarkt.com/quique-rivero/profil/spieler/223215,Spain,14,No,NA,33,19,2011,1,7,1,58,58,0,right,Midfield,1.76,19,1.76,2011,0,right,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Raúl Albentosa,https://fbref.com/en/players/348e4809/Raul-Albentosa,https://www.transfermarkt.com/raul-albentosa/profil/spieler/77026,Spain,19,No,NA,36,19,2009,4,74,13,220,220,0,right,Defender,1.92,19,1.92,2009,0,right,0,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Raúl Albiol,https://fbref.com/en/players/4bd414c1/Raul-Albiol,https://www.transfermarkt.com/raul-albiol/profil/spieler/15452,Spain,22,No,NA,39,19,2004,10,264,71,702,735,17,right,Defender,1.9,19,1.9,2004,0.588235294,right,0,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Raúl Baena,https://fbref.com/en/players/df9c9276/Raul-Baena,https://www.transfermarkt.com/raul-baena/profil/spieler/74557,Spain,17,No,NA,36,20,2009,11,586,63,239,239,0,right,Midfield,1.81,20,1.81,2009,0,right,0,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Raúl Bravo,https://fbref.com/en/players/65b9e56b/Raul-Bravo,https://www.transfermarkt.com/raul-bravo/profil/spieler/3771,Spain,21,Yes,41,44,20,2001,1,23,2,255,258,1,left,Defender,1.81,20,1.81,2001,1,left,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Raúl Domínguez,https://fbref.com/en/players/cc2d9767/Raul-Dominguez,https://www.transfermarkt.com/raul-dominguez/profil/spieler/89477,Spain,13,Yes,37,38,24,2010,1,66,7,6,6,0,right,Goalkeeper,1.81,24,1.81,2010,0,right,1,"[24,30]","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Raúl Fernández,https://fbref.com/en/players/6fb59070/Raul-Fernandez,https://www.transfermarkt.com/raul-fernandez/profil/spieler/54217,Spain,14,No,NA,37,23,2010,7,945,120,256,256,0,right,Goalkeeper,1.95,23,1.95,2010,0,right,0,"[21,24)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
Raúl García,https://fbref.com/en/players/1a317a1b/Raul-Garcia,https://www.transfermarkt.com/raul-carnero/profil/spieler/139434,Spain,14,Yes,34,36,20,2009,6,359,42,216,216,0,left,Defender,1.79,20,1.79,2009,0,left,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Raúl García,https://fbref.com/en/players/b418dbd4/Raul-Garcia,https://www.transfermarkt.com/raul-garcia/profil/spieler/34601,Spain,20,Yes,38,39,18,2004,10,250,36,752,754,2,right,Attack,1.84,18,1.84,2004,5,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Raúl Goni,https://fbref.com/en/players/03a4a101/Raul-Goni,https://www.transfermarkt.com/raul-goni/profil/spieler/61869,Spain,9,Yes,28,36,19,2007,3,440,70,45,45,0,right,Defender,1.87,19,1.87,2007,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Raúl Jiménez,https://fbref.com/en/players/b561db50/Raul-Jimenez,https://www.transfermarkt.com/raul-jimenez/profil/spieler/206040,Mexico,14,No,NA,34,21,2011,12,488,86,444,535,21,right,Attack,1.87,21,1.87,2011,0.571428571,right,0,"[21,24)","(1.83,2]","(8,56]",2010s,Mexico,Rest_of_World
Raúl Navas,https://fbref.com/en/players/ad178594/Raul-Navas,https://www.transfermarkt.com/raul-navas/profil/spieler/142419,Spain,17,No,NA,37,21,2008,8,692,72,242,242,0,right,Defender,1.87,21,1.87,2008,0,right,0,"[21,24)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Raúl Rodríguez,https://fbref.com/en/players/815a6c71/Raul-Rodriguez,https://www.transfermarkt.com/raul-rodriguez/profil/spieler/72935,Spain,10,Yes,33,37,23,2010,2,32,6,134,134,0,right,Defender,1.85,23,1.85,2010,0,right,1,"[21,24)","(1.83,2]","[1,3]",2010s,Spain,EU_Major
Raúl Tamudo,https://fbref.com/en/players/c026089c/Raul-Tamudo,https://www.transfermarkt.com/raul-tamudo/profil/spieler/7899,Spain,19,Yes,38,47,19,1996,4,200,33,462,467,2,right,Attack,1.78,19,1.78,1996,2,right,1,"[18,21)","[1.6,1.78]","(3,8]",1990s,Spain,EU_Major
Radamel Falcao,https://fbref.com/en/players/66116290/Radamel-Falcao,https://www.transfermarkt.com/radamel-falcao/profil/spieler/39152,Colombia  Venezuela,21,No,NA,39,19,2009,35,1480,283,480,531,11,right,Attack,1.77,19,1.77,2009,3.181818182,right,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Colombia Venezuela,Rest_of_World
Rafa Gálvez,https://fbref.com/en/players/445ca2c1/Rafa-Galvez,https://www.transfermarkt.com/rafa-galvez/profil/spieler/288454,Spain,12,No,NA,32,20,2013,NA,NA,NA,92,92,0,left,Defender,1.9,20,1.9,2013,0,left,0,"[18,21)","(1.83,2]",NA,2010s,Spain,EU_Major
Rafa García,https://fbref.com/en/players/bebdff6f/Rafa-Garcia,https://www.transfermarkt.com/rafa-garcia/profil/spieler/126015,Spain,15,Yes,38,39,23,2009,1,19,2,135,135,0,right,Midfield,1.9,23,1.9,2009,0,right,1,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Rafa Jordà,https://fbref.com/en/players/05e805eb/Rafa-Jorda,https://www.transfermarkt.com/rafa-jorda/profil/spieler/51578,Spain,14,Yes,34,41,20,2004,2,63,9,117,117,0,right,Attack,1.92,20,1.92,2004,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Rafael Martins,https://fbref.com/en/players/b7e1c3b5/Rafael-Martins,https://www.transfermarkt.com/rafael-martins/profil/spieler/99499,Brazil,15,No,NA,36,21,2013,5,87,14,203,203,0,right,Attack,1.77,21,1.77,2013,0,right,0,"[21,24)","[1.6,1.78]","(3,8]",2010s,Brazil,South_America
Rafel Sastre,https://fbref.com/en/players/477fc284/Rafel-Sastre,https://www.transfermarkt.com/rafael-sastre/profil/spieler/57841,Spain,16,Yes,38,49,22,2001,1,22,3,331,331,0,right,Defender,1.76,22,1.76,2001,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Rafinha,https://fbref.com/en/players/0c2ac3cb/Rafinha,https://www.transfermarkt.com/rafinha/profil/spieler/129473,Brazil  Spain,16,No,NA,32,17,2010,21,887,152,312,314,2,left,Attack,1.74,17,1.74,2010,10.5,left,0,"[15,18)","[1.6,1.78]","(8,56]",2010s,Brazil Spain,EU_Major
Rafita,https://fbref.com/en/players/631f177b/Rafita,https://www.transfermarkt.com/rafita/profil/spieler/35546,Spain,20,No,NA,42,23,2005,3,88,13,234,234,0,right,Defender,1.75,23,1.75,2005,0,right,0,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Răzvan Raț,https://fbref.com/en/players/0a0ee36e/Razvan-Rat,https://www.transfermarkt.com/razvan-rat/profil/spieler/14940,Romania,16,Yes,37,44,21,2003,5,215,39,339,406,12,left,Defender,1.79,21,1.79,2003,0.416666667,left,1,"[21,24)","(1.78,1.83]","(3,8]",2000s,Romania,Rest_of_World
Ramón Arcas,https://fbref.com/en/players/40fc30d6/Ramon-Arcas,https://www.transfermarkt.com/ramon-arcas/profil/spieler/85767,Spain  Venezuela,16,No,NA,34,19,2010,NA,NA,NA,37,37,0,NA,Midfield,1.83,19,1.83,2010,0,unknown,0,"[18,21)","(1.78,1.83]",NA,2010s,Spain Venezuela,EU_Major
Ramon Azeez,https://fbref.com/en/players/0cc474e7/Ramon-Azeez,https://www.transfermarkt.com/ramon-azeez/profil/spieler/131667,Nigeria,15,No,NA,32,19,2012,4,126,21,188,193,4,right,Midfield,1.7,19,1.7,2012,1,right,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Nigeria,Rest_of_World
Rúben Micael,https://fbref.com/en/players/107c6fbd/Ruben-Micael,https://www.transfermarkt.com/ruben-micael/profil/spieler/84491,Portugal,13,Yes,35,38,22,2008,7,172,25,295,304,3,right,Midfield,1.76,22,1.76,2008,2.333333333,right,1,"[21,24)","[1.6,1.78]","(3,8]",2000s,Portugal,EU_Major
Rúben Vezo,https://fbref.com/en/players/c67cd65c/Ruben-Vezo,https://www.transfermarkt.com/ruben-vezo/profil/spieler/257851,Portugal  Cape Verde,12,No,NA,31,19,2013,7,261,41,306,306,0,right,Defender,1.82,19,1.82,2013,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Portugal Cape Verde,EU_Major
Rúper,https://fbref.com/en/players/570c4db3/Ruper,https://www.transfermarkt.com/ruper/profil/spieler/63012,Spain,17,Yes,38,38,21,2008,2,173,25,200,200,0,right,Midfield,1.82,21,1.82,2008,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Raoul Loé,https://fbref.com/en/players/afcf961b/Raoul-Loe,https://www.transfermarkt.com/raoul-loe/profil/spieler/134098,Cameroon  France,12,Yes,35,36,23,2011,2,64,11,115,122,6,both,Midfield,1.92,23,1.92,2011,0.333333333,both,1,"[21,24)","(1.83,2]","[1,3]",2010s,Cameroon France,EU_Major
Raphaël Varane,https://fbref.com/en/players/9f8e9423/Raphael-Varane,https://www.transfermarkt.com/raphael-varane/profil/spieler/164770,France  Martinique,14,Yes,31,32,17,2010,27,827,139,459,551,20,right,Defender,1.91,17,1.91,2010,1.35,right,1,"[15,18)","(1.83,2]","(8,56]",2010s,France Martinique,EU_Major
Raul Rusescu,https://fbref.com/en/players/7aa898b3/Raul-Rusescu,https://www.transfermarkt.com/raul-rusescu/profil/spieler/81433,Romania,15,Yes,35,37,20,2008,3,71,15,304,314,5,right,Attack,1.81,20,1.81,2008,0.6,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Romania,Rest_of_World
Rayco García Dauta,https://fbref.com/en/players/018ce429/Rayco-Garcia-Dauta,https://www.transfermarkt.com/rayco-garcia/profil/spieler/44063,Spain,17,Yes,36,38,19,2006,NA,NA,NA,63,63,0,right,Attack,1.73,19,1.73,2006,0,right,1,"[18,21)","[1.6,1.78]",NA,2000s,Spain,EU_Major
Recio,https://fbref.com/en/players/54073b28/Recio,https://www.transfermarkt.com/recio/profil/spieler/150948,Spain,16,No,NA,34,19,2010,14,397,54,280,280,0,right,Midfield,1.83,19,1.83,2010,0,right,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Renato,https://fbref.com/en/players/dc4d83fe/Renato,https://www.transfermarkt.com/renato/profil/spieler/15445,Portugal,12,Yes,34,46,22,2004,1,199,33,371,376,1,right,Defender,1.83,22,1.83,2004,1,right,1,"[21,24)","(1.78,1.83]","[1,3]",2000s,Portugal,EU_Major
Rene Krhin,https://fbref.com/en/players/9a506145/Rene-Krhin,https://www.transfermarkt.com/rene-krhin/profil/spieler/73092,Slovenia,16,No,NA,35,19,2009,8,403,71,193,232,11,right,Midfield,1.89,19,1.89,2009,0.727272727,right,0,"[18,21)","(1.83,2]","(3,8]",2000s,Slovenia,Rest_of_World
Ricardo,https://fbref.com/en/players/2fe713ed/Ricardo,https://www.transfermarkt.com/ricardo/profil/spieler/3535,Spain,17,Yes,42,53,25,1996,NA,NA,NA,297,297,0,left,Goalkeeper,1.87,25,1.87,1996,0,left,1,"[24,30]","(1.83,2]",NA,1990s,Spain,EU_Major
Ricardo Carvalho,https://fbref.com/en/players/57e7081e/Ricardo-Carvalho,https://www.transfermarkt.com/ricardo-carvalho/profil/spieler/9828,Portugal,21,Yes,40,47,19,2000,10,286,68,483,546,13,right,Defender,1.82,19,1.82,2000,0.769230769,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Portugal,EU_Major
Ricardo Costa,https://fbref.com/en/players/cd7325e1/Ricardo-Costa,https://www.transfermarkt.com/ricardo-costa/profil/spieler/9819,Portugal,19,Yes,39,44,20,2000,9,282,59,433,444,10,right,Defender,1.84,20,1.84,2000,0.9,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Portugal,EU_Major
Ricardo Horta,https://fbref.com/en/players/6603fed7/Ricardo-Horta,https://www.transfermarkt.com/ricardo-horta/profil/spieler/261927,Portugal,13,No,NA,30,18,2012,7,106,20,443,455,5,right,Attack,1.73,18,1.73,2012,1.4,right,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Portugal,EU_Major
Ricardo León Brito,https://fbref.com/en/players/186c0d18/Ricardo-Leon-Brito,https://www.transfermarkt.com/ricardo-leon/profil/spieler/51516,Spain,11,Yes,33,42,22,2005,3,102,12,245,245,0,right,Midfield,1.86,22,1.86,2005,0,right,1,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Richard Boateng,https://fbref.com/en/players/788acb37/Richard-Boateng,https://www.transfermarkt.com/richard-boateng/profil/spieler/198400,Ghana  Spain,12,Yes,33,33,21,2013,3,370,9,120,120,0,right,Midfield,1.8,21,1.8,2013,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",2010s,Ghana Spain,EU_Major
Richmond Boakye,https://fbref.com/en/players/27f0fcda/Richmond-Boakye,https://www.transfermarkt.com/richmond-boakye/profil/spieler/119213,Ghana,16,No,NA,32,17,2009,8,307,50,282,296,8,right,Attack,1.86,17,1.86,2009,1,right,0,"[15,18)","(1.83,2]","(3,8]",2000s,Ghana,Rest_of_World
Riki,https://fbref.com/en/players/ab21507f/Riki,https://www.transfermarkt.com/riki/profil/spieler/23102,Spain,12,Yes,36,44,24,2004,13,315,51,306,306,0,left,Attack,1.87,24,1.87,2004,0,left,1,"[24,30]","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Rober Correa,https://fbref.com/en/players/46bd3a5b/Rober-Correa,https://www.transfermarkt.com/rober-correa/profil/spieler/223890,Spain,14,No,NA,32,19,2011,5,188,27,200,200,0,right,Defender,1.8,19,1.8,2011,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Robert Acquafresca,https://fbref.com/en/players/d2b115ae/Robert-Acquafresca,https://www.transfermarkt.com/robert-acquafresca/profil/spieler/35703,Italy  Poland,15,Yes,33,37,18,2005,8,314,68,289,289,0,right,Attack,1.85,18,1.85,2005,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Italy Poland,EU_Major
Robert Ibáñez,https://fbref.com/en/players/c7429db3/Robert-Ibanez,https://www.transfermarkt.com/rober-ibanez/profil/spieler/242532,Spain,12,No,NA,32,21,2014,11,673,88,206,206,0,right,Attack,1.75,21,1.75,2014,0,right,0,"[21,24)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Roberto,https://fbref.com/en/players/95cf42ac/Roberto,https://www.transfermarkt.com/roberto-fernandez/profil/spieler/57800,Spain,15,Yes,39,46,24,2002,4,87,11,384,384,0,right,Goalkeeper,1.81,24,1.81,2002,0,right,1,"[24,30]","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Roberto,https://fbref.com/en/players/ba3ca78f/Roberto,https://www.transfermarkt.com/roberto/profil/spieler/37403,Spain,17,Yes,36,39,19,2005,9,221,35,374,374,0,right,Goalkeeper,1.92,19,1.92,2005,0,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Roberto Canella,https://fbref.com/en/players/18c74b8d/Roberto-Canella,https://www.transfermarkt.com/roberto-canella/profil/spieler/57785,Spain,17,Yes,35,37,18,2006,4,138,20,394,394,0,left,Defender,1.79,18,1.79,2006,0,left,1,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Roberto Chen,https://fbref.com/en/players/55bff95f/Roberto-Chen,https://www.transfermarkt.com/roberto-chen/profil/spieler/189525,Panama,13,No,NA,31,18,2013,2,210,42,10,24,7,NA,Defender,1.82,18,1.82,2013,0.285714286,unknown,0,"[18,21)","(1.78,1.83]","[1,3]",2010s,Panama,Rest_of_World
Roberto Lago,https://fbref.com/en/players/98e0ad35/Roberto-Lago,https://www.transfermarkt.com/roberto-lago/profil/spieler/17491,Spain,12,Yes,33,39,21,2007,3,124,18,261,261,0,left,Defender,1.78,21,1.78,2007,0,left,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Roberto Rosales,https://fbref.com/en/players/81069528/Roberto-Rosales,https://www.transfermarkt.com/roberto-rosales/profil/spieler/49500,Venezuela  Spain,19,No,NA,36,18,2007,8,268,39,490,531,12,right,Defender,1.74,18,1.74,2007,0.666666667,right,0,"[18,21)","[1.6,1.78]","(3,8]",2000s,Venezuela Spain,EU_Major
Roberto Soldado,https://fbref.com/en/players/9d66fbe3/Roberto-Soldado,https://www.transfermarkt.com/roberto-soldado/profil/spieler/34870,Spain,18,Yes,38,40,20,2005,15,478,89,574,579,3,right,Attack,1.8,20,1.8,2005,5,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Roberto Torres,https://fbref.com/en/players/d733aa38/Roberto-Torres,https://www.transfermarkt.com/roberto-torres/profil/spieler/63056,Spain,14,No,NA,36,22,2011,4,108,7,370,370,0,right,Attack,1.78,22,1.78,2011,0,right,0,"[21,24)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Roberto Trashorras,https://fbref.com/en/players/5252fdf5/Roberto-Trashorras,https://www.transfermarkt.com/roberto-trashorras/profil/spieler/7923,Spain,17,Yes,37,44,20,2001,1,15,2,397,397,0,right,Midfield,1.77,20,1.77,2001,0,right,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Roderick Miranda,https://fbref.com/en/players/390ab439/Roderick-Miranda,https://www.transfermarkt.com/roderick-miranda/profil/spieler/87856,Portugal  Brazil,15,No,NA,34,19,2010,5,288,33,269,269,0,right,Defender,1.93,19,1.93,2010,0,right,0,"[18,21)","(1.83,2]","(3,8]",2010s,Portugal Brazil,EU_Major
Rodolfo Bodipo,https://fbref.com/en/players/6cf2bc0e/Rodolfo-Bodipo,https://www.transfermarkt.com/rodolfo-bodipo/profil/spieler/7867,Equatorial Guinea  Spain,15,Yes,36,47,21,2001,4,101,20,267,269,2,right,Attack,1.84,21,1.84,2001,2,right,1,"[21,24)","(1.83,2]","(3,8]",2000s,Equatorial Guinea Spain,EU_Major
Rodri,https://fbref.com/en/players/5200dce9/Rodri,https://www.transfermarkt.com/rodri-rios/profil/spieler/117549,Spain,17,No,NA,35,19,2009,3,193,24,307,307,0,right,Attack,1.74,19,1.74,2009,0,right,0,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Rodri,https://fbref.com/en/players/7fa4aa89/Rodri,https://www.transfermarkt.com/rodri/profil/spieler/8163,Spain,15,Yes,35,40,20,2004,4,576,75,153,153,0,right,Defender,1.85,20,1.85,2004,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Rodrigo,https://fbref.com/en/players/1fb1c435/Rodrigo,https://www.transfermarkt.com/rodrigo/profil/spieler/131505,Spain  Brazil,12,No,NA,34,23,2010,19,618,105,431,459,11,left,Attack,1.82,23,1.82,2010,1.727272727,left,0,"[21,24)","(1.78,1.83]","(8,56]",2010s,Spain Brazil,EU_Major
Rodrigo De Paul,https://fbref.com/en/players/162efffd/Rodrigo-De-Paul,https://www.transfermarkt.com/rodrigo-de-paul/profil/spieler/255901,Argentina  Italy,13,No,NA,31,18,2014,1,18,4,445,509,9,right,Midfield,1.8,18,1.8,2014,0.111111111,right,0,"[18,21)","(1.78,1.83]","[1,3]",2010s,Argentina Italy,EU_Major
Rodrigo Galatto,https://fbref.com/en/players/a68754f0/Rodrigo-Galatto,https://www.transfermarkt.com/galatto/profil/spieler/52311,Brazil  Italy,11,Yes,34,42,23,2009,NA,NA,NA,22,22,0,left,Goalkeeper,1.93,23,1.93,2009,0,left,1,"[21,24)","(1.83,2]",NA,2000s,Brazil Italy,EU_Major
Roger Martí,https://fbref.com/en/players/0ae4e09a/Roger-Marti,https://www.transfermarkt.com/roger-marti/profil/spieler/212391,Spain,14,No,NA,34,21,2011,4,397,54,379,379,0,right,Attack,1.79,21,1.79,2011,0,right,0,"[21,24)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Roland Lamah,https://fbref.com/en/players/336a36fb/Roland-Lamah,https://www.transfermarkt.com/roland-lamah/profil/spieler/35035,Belgium  Cote d'Ivoire,18,Yes,34,37,16,2006,1,6,1,349,352,1,left,Attack,1.8,16,1.8,2006,1,left,1,"[15,18)","(1.78,1.83]","[1,3]",2000s,Belgium Cote d'Ivoire,EU_Major
Romaric,https://fbref.com/en/players/9bb5c5e0/Romaric,https://www.transfermarkt.com/romaric/profil/spieler/15808,Cote d'Ivoire,14,Yes,34,42,20,2003,1,29,7,348,359,5,left,Midfield,1.87,20,1.87,2003,0.2,left,1,"[18,21)","(1.83,2]","[1,3]",2000s,Cote d'Ivoire,Rest_of_World
Roque Santa Cruz,https://fbref.com/en/players/7f2107eb/Roque-Santa-Cruz,https://www.transfermarkt.com/roque-santa-cruz/profil/spieler/215,Paraguay  Spain,26,No,NA,43,18,1999,15,696,110,775,800,7,right,Attack,1.93,18,1.93,1999,2.142857143,right,0,"[18,21)","(1.83,2]","(8,56]",1990s,Paraguay Spain,EU_Major
