player_name.x,transfermarkt_id.x,transfermarkt_url,fbref_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Alan Smith,3768,https://www.transfermarkt.com/alan-smith/profil/spieler/3768,https://fbref.com/en/players/fdac06ea/Alan-Smith,14/11/1998,18 years 17 days,18,Premier League,40033,28 years 09 months 11 days,28,Championship,18,players corrected,Alan Smith,Success,3768,spieler,Alan Smith,28/10/1980,Rothwell,"1,78",England,Midfield - Central Midfield,right,Not found,Notts County,43107,-,Not found,2,340,57,Yes,43107,Not found,2,"players corrected transfer

",101327,Alan Smith,Not found,29522,Not found,178,England eng,FW-MF,Right,1998-1999,17 years,Leeds United,1998,first scrap players fbref,Alan Smith,4,136,0,2,526,34470,60,20,5,Alan Smith,No,Not found,NA,530,34606,60,Midfield - Central Midfield,Midfield,29522,45,43282,37,19
Alexandre Song,27394,https://www.transfermarkt.com/alex-song/profil/spieler/27394,https://fbref.com/en/players/1c32281d/Alexandre-Song,38176,16 years 10 months 29 days,16,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,16,players corrected,Alexandre Song,Success,27394,spieler,Alex Song,32029,Douala,"1,85",Cameroon  France,Midfield - Defensive Midfield,right,Not found,AS Arta/Solar7,14/11/2023,-,Puma,9,264,40,Yes,14/11/2023,Not found,6,"players corrected transfer

",27394,Alexandre Song,Not found,32029,Not found,185,Cameroon,DF-MF (AM-CB-DM),Both,2004-2005,16 years,Bastia,2004,first scrap players fbref,Alexandre Song,18,1497,0,2,355,25543,11,16,7,Alexandre Song,No,Not found,NA,373,27040,11,Midfield - Defensive Midfield,Midfield,32029,38,45244,36,20
Matt Upson,3273,https://www.transfermarkt.com/matthew-upson/profil/spieler/3273,https://fbref.com/en/players/1a6e6d03/Matt-Upson,17/01/1998,18 years 08 months 30 days,18,Premier League,36781,21 years 07 months 21 days,21,,18,players corrected,Matt Upson,Success,3273,spieler,Matthew Upson,18/04/1979,Hartismere,"1,85",England,Defender - Centre-Back,left,Not found,MK Dons,42376,-,Not found,3,194,42,Yes,42376,Not found,3,"players corrected transfer

",3273,Matt Upson,Not found,28963,Not found,185,England eng,DF (CB),Left,1997-1998,18 years,Arsenal,1997,first scrap players fbref,Matt Upson,7,542,1,2,396,32633,14,19,8,Matt Upson,No,Not found,NA,403,33175,15,Defender - Centre-Back,Defender,28963,46,42552,37,19
Xisco,34564,https://www.transfermarkt.com/xisco/profil/spieler/34564,https://fbref.com/en/players/d2790f7a/Xisco,16/04/2005,18 years 09 months 21 days,18,LaLiga,38757,20 years 02 months 07 days,20,Segunda División,18,players corrected,Xisco,Success,34564,spieler,Xisco,26/06/1986,Santa Ponça,"1,88",Spain,Attack - Centre-Forward,right,Not found,Atl. Baleares,29/01/2024,-,Not found,9,289,50,Yes,29/01/2024,Not found,8,"players corrected transfer

",15465,Xisco,Not found,31589,Not found,188,Spain,FW,Right,2004-2005,18 years,La Coruña,2004,first scrap players fbref,NA,NA,NA,NA,NA,365,20558,101,18,9,Xisco,No,Not found,NA,365,20558,101,Attack - Centre-Forward,Attack,31589,39,45320,37,19
Yuri Zhirkov,16760,https://www.transfermarkt.com/yuriy-zhirkov/profil/spieler/16760,https://fbref.com/en/players/ed2b33cb/Yuri-Zhirkov,38324,20 years 06 months 21 days,20,Premier Liga,No second tier career,No second tier career,No second tier career,No second tier career,20,players corrected,Yuri Zhirkov,Success,16760,spieler,Yuriy Zhirkov,20/08/1983,Tambov,"1,80",Russia,Midfield - Left Midfield,left,Not found,Khimki,44568,-,Nike,10,645,88,Yes,44568,Not found,8,"players corrected transfer

",16760,Yuri Zhirkov,Not found,30548,Not found,180,Russia,"DF-MF (FB-WM, left)",Left,2004,20 years,CSKA Moscow,Not found,first scrap players fbref,Yuri Zhirkov,84,6443,2,13,451,33485,32,24,6,Yuri Zhirkov,No,Not found,NA,535,39928,34,Midfield - Left Midfield,Midfield,30548,42,44743,38,18
Patrick Agyemang,13982,https://www.transfermarkt.com/patrick-agyemang/profil/spieler/13982,https://fbref.com/en/players/80f1245c/Patrick-Agyemang,20/08/2011,30 years 10 months 22 days,30,Premier League,36868,19 years 10 months 14 days,19,,19,players corrected,Patrick Agyemang,Success,13982,spieler,Patrick Agyemang,29/09/1980,London,"1,85",Ghana  England,Attack - Centre-Forward,right,Not found,Cray Valley PM,25/08/2018,-,Not found,0,0,0,Yes,25/08/2018,Not found,0,"players corrected transfer

",1089574,Patrick Agyemang,Not found,29493,Not found,185,Ghana gh  Other: England,FW,Not found,2001-2002,20 years,Wimbledon,2001,first scrap players fbref,NA,NA,NA,NA,NA,405,20600,61,14,9,Patrick Agyemang,No,Not found,NA,405,20600,61,Attack - Centre-Forward,Attack,29493,45,43337,37,18
Bruno Andrade,169633,https://www.transfermarkt.com/bruno-andrade/profil/spieler/169633,https://fbref.com/en/players/6e87c80f/Bruno-Andrade,27/08/2011,17 years 10 months 25 days,17,Premier League,20/11/2010,17 years 01 month 18 days,17,Championship,17,players corrected,Bruno Andrade,Success,169633,spieler,Bruno Andrade,34010,Viseu,"1,75",Portugal  Cape Verde,Midfield - Left Midfield,right,Not found,Bedford Town,45717,30/06/2025,Not found,0,0,0,No,Not found,23,0,"players corrected transfer

",159570,Bruno Andrade,Not found,"October 2, 1993 (Age: 32-054d)","Viseu, Portugal",175,Not found,FW-MF (WM),Right,2010-2011,16 years,QPR,2010,first scrap players fbref,NA,NA,NA,NA,NA,319,20484,52,15,11,Bruno Andrade,No,Not found,NA,319,20484,52,Midfield - Left Midfield,Midfield,34244,32,NA,NA,15
Park Chu-young,30982,https://www.transfermarkt.com/chu-young-park/profil/spieler/30982,https://fbref.com/en/players/d9fa272a/Park-Chu-young,15/05/2005,19 years 10 months 05 days,19,"K League - First Stage ('84,'86,'95,'96,'04-'06)",41672,28 years 06 months 23 days,28,Championship,19,players corrected,Park Chu-young,Success,30982,spieler,Chu-young Park,31327,"Dong-gu, Daegu","1,82","Korea, South",Attack - Centre-Forward,right,Not found,Ulsan Hyundai,45658,-,Mizuno,3,246,30,Yes,45658,Not found,3,"players corrected transfer

",30982,Park Chu-young,Not found,31238,Not found,182,Korea Republic,FW-MF (AM),Right,2008-2009,23 years,Monaco,2008,first scrap players fbref,Park Chu-young,35,2445,14,4,318,20595,72,16,8,Park Chu-young,No,Not found,NA,353,23040,86,Attack - Centre-Forward,Attack,31238,40,45658,39,20
Ji Dong-won,164265,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265,https://fbref.com/en/players/7d841904/Ji-Dong-won,27/02/2010,18 years 08 months 30 days,18,K League 1,28/01/2018,26 years 08 months 00 days,26,2.Bundesliga,18,players corrected,Ji Dong-won,Success,164265,spieler,Dong-won Ji,28/05/1991,"Jeju City, Jeju","1,87","Korea, South",Attack - Centre-Forward,right,Not found,Macarthur,45785,30/06/2026,Not found,24,1078,155,No,Not found,33,10,"players corrected transfer

",164265,Ji Dong-won,Not found,"May 28, 1991 (Age: 34-181d)","Jeju-si, Korea Republic",189,Korea Republic,FW-MF,Right,2011-2012,20 years,Sunderland,2011,first scrap players fbref,Ji Dong-won,45,2521,9,7,272,14148,30,16,9,Ji Dong-won,No,Not found,NA,317,16669,39,Attack - Centre-Forward,Attack,33386,34,NA,NA,16
Doni,20392,https://www.transfermarkt.com/doni/profil/spieler/20392,https://fbref.com/en/players/b8be3693/Doni,36931,21 years 10 months 11 days,21,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,21,players corrected,Doni,Success,20392,spieler,Doni,22/10/1979,Jundiaí,"1,94",Brazil  Italy,Goalkeeper,right,Not found,Botafogo-SP,41616,-,Not found,3,187,23,Yes,41616,Not found,1,"players corrected transfer

",20392,Doni,Not found,29150,Not found,194,Brazil,GK,Not found,2005-2006,25 years,Roma,2005,third scrap,NA,NA,NA,NA,NA,187,16465,0,7,2,Doni,No,Not found,NA,187,16465,0,Goalkeeper,Goalkeeper,29150,46,41498,33,12
Robert Hulse,9980,https://www.transfermarkt.com/rob-hulse/profil/spieler/9980,https://fbref.com/en/players/edaf9ca0/Robert-Hulse,14/11/2004,25 years 20 days,25,Premier League,36619,20 years 04 months 08 days,20,,20,players corrected,Robert Hulse,Success,9980,spieler,Rob Hulse,25/10/1979,Crewe,"1,85",England,Attack - Centre-Forward,right,Not found,QPR,16/10/2013,-,Not found,0,0,0,Yes,16/10/2013,Not found,0,"players corrected transfer

",9980,Robert Hulse,Not found,29153,Not found,185,Not found,FW,Not found,2001-2002,21 years,Crewe Alexandra,2001,first scrap players fbref,NA,NA,NA,NA,NA,350,25692,103,12,8,Robert Hulse,No,Not found,NA,350,25692,103,Attack - Centre-Forward,Attack,29153,46,41563,33,13
Eggert Jónsson,45298,https://www.transfermarkt.com/eggert-gunnthor-jonsson/profil/spieler/45298,https://fbref.com/en/players/a9c05804/Eggert-Jonsson,39357,18 years 05 months 23 days,18,Scottish Premiership,25/08/2012,24 years 07 days,24,Championship,18,players corrected,Eggert Jónsson,Success,45298,spieler,Eggert Gunnthór Jónsson,18/08/1988,Reykjavík,"1,88",Iceland,Midfield - Defensive Midfield,right,Not found,KFA,17/02/2024,-,Nike,3,149,42,No,Not found,4,2,"players corrected transfer

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eggert Jónsson,12,692,0,6,301,23176,16,14,7,Eggert Jónsson,No,Not found,NA,313,23868,16,Midfield - Defensive Midfield,Midfield,32373,37,NA,NA,19
Chris Martin,46154,https://www.transfermarkt.com/chris-martin/profil/spieler/46154,https://fbref.com/en/players/c21e39f9/Chris-Martin,21/08/2011,22 years 09 months 17 days,22,Premier League,30/01/2007,18 years 02 months 26 days,18,Championship,18,players corrected,Chris Martin,Success,46154,spieler,Chris Martin,32244,Beccles,"1,84",Scotland  England,Attack - Centre-Forward,right,Not found,Without Club,45664,-,Not found,2,68,15,No,Not found,Not found,1,"players corrected transfer

",248054,Chris Martin,Not found,"November 4, 1988 (Age: 37-021d)","Norwich, England, United Kingdom",185,Scotland sct  Other: England,FW,Right,2006-2007,17 years,Norwich City,2006,first scrap players fbref,Chris Martin,17,658,3,4,647,45483,173,19,11,Chris Martin,No,Not found,NA,664,46141,176,Attack - Centre-Forward,Attack,32451,37,NA,NA,19
Tommy Smith,12401,https://www.transfermarkt.com/tommy-smith/profil/spieler/12401,https://fbref.com/en/players/066be641/Tommy-Smith,36349,19 years 02 months 16 days,19,Premier League,16/02/1999,18 years 08 months 25 days,18,,18,players corrected,Tommy Smith,Success,12401,spieler,Tommy Smith,22/05/1980,Hemel Hempstead,"1,78",England,Attack - Centre-Forward,right,Not found,Brentford,42011,-,Not found,1,64,16,Yes,42011,Not found,1,"players corrected transfer

",176056,Tommy Smith,Not found,29363,Not found,173,England eng,"FW-MF (WM, right)",Right,1999-2000,19 years,Watford,1999,first scrap players fbref,NA,NA,NA,NA,NA,470,32736,82,14,7,Tommy Smith,No,Not found,NA,470,32736,82,Attack - Centre-Forward,Attack,29363,45,42186,35,17
Lee Camp,13443,https://www.transfermarkt.com/lee-camp/profil/spieler/13443,https://fbref.com/en/players/df4b8b69/Lee-Camp,17/03/2013,28 years 06 months 23 days,28,Premier League,26/04/2003,18 years 08 months 04 days,18,First Division (until 03/04),18,players corrected,Lee Camp,Success,13443,spieler,Lee Camp,22/08/1984,Derby,"1,83",Northern Ireland  England,Goalkeeper,right,Not found,Wrexham,44568,-,Not found,0,0,0,Yes,44568,Not found,0,"players corrected transfer

",13443,Lee Camp,Not found,30916,Not found,185,Northern Ireland nir  Other: England,GK,Right,2003-2004,18 years,QPR,2003,players corrected fbref,Lee Camp,6,540,0,2,560,50167,0,18,9,Lee Camp,No,Not found,NA,566,50707,0,Goalkeeper,Goalkeeper,30916,41,44743,37,19
Javier Garrido,23218,https://www.transfermarkt.com/javier-garrido/profil/spieler/23218,https://fbref.com/en/players/3b142ce5/Javier-Garrido,18/01/2003,17 years 10 months 03 days,17,LaLiga,41920,29 years 04 months 26 days,29,Championship,17,players corrected,Javier Garrido,Success,23218,spieler,Javier Garrido,15/03/1985,Irun,"1,79",Spain,Defender - Left-Back,left,Not found,Real Unión,43837,-,Not found,5,139,23,Yes,43837,Not found,3,"players corrected transfer

",7571,Javier Garrido,Not found,31121,Not found,180,Spain,"DF (CB-FB, left)",Left,2004-2005,19 years,Real Sociedad,2004,first scrap players fbref,NA,NA,NA,NA,NA,235,18626,3,12,5,Javier Garrido,No,Not found,NA,235,18626,3,Defender - Left-Back,Defender,31121,40,44013,35,18
Giorgos Karagounis,6106,https://www.transfermarkt.com/georgios-karagounis/profil/spieler/6106,https://fbref.com/en/players/ed2192d0/Giorgos-Karagounis,35286,19 years 06 months 02 days,19,Stoiximan Super League,No second tier career,No second tier career,No second tier career,No second tier career,19,players corrected,Giorgos Karagounis,Success,6106,spieler,Georgios Karagounis,28279,Pyrgos,"1,76",Greece,Midfield - Central Midfield,right,Not found,Fulham,41646,-,Not found,1,14,2,Yes,41646,Not found,1,"players corrected transfer

",6106,Giorgos Karagounis,Not found,28190,Not found,176,Greece,MF,Not found,2000-2001,23 years,Panathinaikos,2000,first scrap players fbref,Giorgos Karagounis,74,5471,5,7,371,23938,29,15,4,Giorgos Karagounis,No,Not found,NA,445,29409,34,Midfield - Central Midfield,Midfield,28190,48,41821,37,18
Adam Mitchell,196316,https://www.transfermarkt.com/adam-mitchell/profil/spieler/196316,https://fbref.com/en/players/c2a4ce02/Adam-Mitchell,Not found,Not found,Not,Not found,No second tier career,No second tier career,No second tier career,No second tier career,NA,players corrected,Adam Mitchell,Success,196316,spieler,Adam Mitchell,34377,Durham,"1,74",England,Attack - Right Winger,right,Not found,West Auckland,45566,-,Not found,0,0,0,No,Not found,Not found,0,"players corrected transfer

",154293,Adam Mitchell,Not found,34260,Not found,Not found,Not found,FW-MF (WM),Not found,2012-2013,18 years,Sunderland,2012,first scrap players fbref,NA,NA,NA,NA,NA,2,17,0,2,2,Adam Mitchell,No,Not found,NA,2,17,0,Attack - Right Winger,Attack,34670,31,NA,NA,NA
Maicon Sisenando,18301,https://www.transfermarkt.com/maicon/profil/spieler/18301,https://fbref.com/en/players/fbc5d136/Maicon-Sisenando,26/08/2001,20 years 01 month 00 days,20,Campeonato Brasileiro Série A,27/04/2019,37 years 09 months 01 day,37,Campeonato Brasileiro Série B,20,players corrected,Maicon Sisenando,Success,18301,spieler,Maicon,26/07/1981,Novo Hamburgo,"1,85",Brazil,Defender - Right-Back,right,Not found,Tre Penne,16/07/2021,-,Nike,19,626,125,Yes,16/07/2021,Not found,8,"players corrected transfer

",18301,Maicon Sisenando,Not found,29793,Not found,184,Brazil,"DF (FB, right)",Right,2004-2005,23 years,Monaco,2004,first scrap players fbref,Maicon Sisenando,17,1284,2,4,392,32801,32,14,6,Maicon Sisenando,No,Not found,NA,409,34085,34,Defender - Right-Back,Defender,29793,44,44393,39,19
Alex Smith,116655,https://www.transfermarkt.com/alex-smith/profil/spieler/116655,https://fbref.com/en/players/1c8af6eb/Alex-Smith,15/09/2012,20 years 10 months 15 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20,players corrected,Alex Smith,Success,116655,spieler,Alex Smith,31/10/1991,London,"1,77",England,Midfield - Central Midfield,left,Not found,Without Club,43472,-,Not found,0,0,0,No,Not found,Not found,0,"players corrected transfer

",116655,Alex Smith,Not found,33542,Not found,177,Not found,DF,Not found,2012-2013,20 years,Leyton Orient,2012,players corrected fbref,NA,NA,NA,NA,NA,25,1137,1,5,6,Alex Smith,No,Not found,NA,25,1137,1,Midfield - Central Midfield,Midfield,33542,34,NA,NA,14
Ki Sung-yueng,81796,https://www.transfermarkt.com/sung-yueng-ki/profil/spieler/81796,https://fbref.com/en/players/1d8c99b0/Ki-Sung-yueng,39175,18 years 01 month 08 days,18,K League 1,No second tier career,No second tier career,No second tier career,No second tier career,18,players corrected,Ki Sung-yueng,Success,81796,spieler,Sung-yueng Ki,24/01/1989,Gwangju,"1,88","Korea, South",Midfield - Defensive Midfield,right,Not found,Pohang Steelers,45723,-,Nike,18,1059,133,No,Not found,40,10,"players corrected transfer

",81796,Ki Sung-yueng,Not found,"January 24, 1989 (Age: 36-305d)","Gwangju, Korea Republic",187,Korea Republic,MF (CM-DM),Right,2009-2010,20 years,Celtic,2009,first scrap players fbref,Ki Sung-yueng,78,6409,8,8,427,30658,32,17,7,Ki Sung-yueng,No,Not found,NA,505,37067,40,Midfield - Defensive Midfield,Midfield,32532,36,NA,NA,18
Adrián,71271,https://www.transfermarkt.com/adrian/profil/spieler/71271,https://fbref.com/en/players/f76e6b4e/Adrian,29/09/2012,25 years 08 months 26 days,25,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,25,players corrected,Adrián,Success,71271,spieler,Adrián,31837,Sevilla,"1,90",Spain,Goalkeeper,right,Not found,Real Betis,45511,30/06/2026,adidas,2,42,11,No,Not found,13,2,"players corrected transfer

",71271,Adrián,Not found,"January 3, 1987 (Age: 38-337d)","Sevilla, Spain",190,Not found,GK,Right,2012-2013,25 years,Betis,2012,players corrected fbref,NA,NA,NA,NA,NA,226,20306,0,13,3,Adrián,No,Not found,NA,226,20306,0,Goalkeeper,Goalkeeper,31780,38,NA,NA,13
Luis Alberto,128220,https://www.transfermarkt.com/luis-alberto/profil/spieler/128220,https://fbref.com/en/players/5294a83f/Luis-Alberto,16/04/2011,18 years 06 months 19 days,18,LaLiga,40948,19 years 11 months 05 days,19,Segunda División,18,players corrected,Luis Alberto,Success,128220,spieler,Luis Alberto,28/09/1992,San José del Valle,"1,83",Spain,Midfield - Attacking Midfield,right,Not found,Al-Duhail SC,45298,30/06/2027,adidas,26,271,55,No,Not found,10,10,"players corrected transfer

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,1,17,0,2,411,28534,71,14,6,Luis Alberto,No,Not found,NA,412,28551,71,Midfield - Attacking Midfield,Attack,33875,33,NA,NA,15
Sone Aluko,42198,https://www.transfermarkt.com/sone-aluko/profil/spieler/42198,https://fbref.com/en/players/5a75d4cc/Sone-Aluko,28/10/2007,18 years 08 months 09 days,18,Scottish Premiership,39699,19 years 05 months 21 days,19,Championship,18,players corrected,Sone Aluko,Success,42198,spieler,Sone Aluko,19/02/1989,London,"1,73",Nigeria  England,Attack - Right Winger,left,Not found,Ipswich,45298,-,Not found,7,248,78,Yes,45298,Not found,5,"players corrected transfer

",42198,Sone Aluko,Not found,32558,Not found,173,Nigeria ng  Other: England,FW-MF (AM),Left,2007-2008,18 years,Aberdeen,2007,first scrap players fbref,Sone Aluko,1,26,0,2,459,28810,57,18,8,Sone Aluko,No,Not found,NA,460,28836,57,Attack - Right Winger,Attack,32558,36,45474,35,17
Kim Bo-kyung,128375,https://www.transfermarkt.com/bo-kyung-kim/profil/spieler/128375,https://fbref.com/en/players/587ddfd6/Kim-Bo-kyung,40666,21 years 04 months 27 days,21,J1 League,40362,20 years 05 months 01 day,20,J2 League,20,players corrected,Kim Bo-kyung,Success,128375,spieler,Bo-kyung Kim,32669,"Gurye, Jeollanam","1,78","Korea, South",Midfield - Attacking Midfield,left,Not found,FC Anyang,23/01/2025,-,Not found,5,123,20,No,Not found,24,5,"players corrected transfer

",128375,Kim Bo-kyung,Not found,"October 6, 1989 (Age: 36-050d)","Gurye-gun, Korea Republic",178,Korea Republic,MF (AM),Left,2012-2013,22 years,Cardiff City,2012,first scrap players fbref,Kim Bo-kyung,17,808,3,9,324,22479,39,13,8,Kim Bo-kyung,No,Not found,NA,341,23287,42,Midfield - Attacking Midfield,Attack,32787,36,NA,NA,16
Cabral,33046,https://www.transfermarkt.com/cabral/profil/spieler/33046,https://fbref.com/en/players/5c5f1c9d/Cabral,39210,18 years 09 months 14 days,18,Raiffeisen Super League,16/07/2005,16 years 08 months 24 days,16,Brack.ch Challenge League,16,players corrected,Cabral,Success,33046,spieler,Cabral,22/10/1988,Praia,"1,80",Switzerland  Cape Verde,Midfield - Defensive Midfield,right,Not found,Lausanne-Sport,43837,-,adidas,6,133,15,Yes,43837,Not found,4,"players corrected transfer

",33046,Cabral,Not found,32438,Not found,178,Switzerland ch  Other: Cape Verde,MF (DM),Right,2007-2008,18 years,Basel,2007,third scrap,NA,NA,NA,NA,NA,181,11016,4,10,6,Cabral,No,Not found,NA,181,11016,4,Midfield - Defensive Midfield,Midfield,32438,37,44013,31,15
Cala,67089,https://www.transfermarkt.com/juan-cala/profil/spieler/67089,https://fbref.com/en/players/fe05804b/Cala,40361,20 years 02 months 12 days,20,LaLiga,29/03/2008,18 years 04 months 03 days,18,Segunda División,18,players corrected,Cala,Success,67089,spieler,Juan Cala,26/11/1989,Lebrija,"1,86",Spain,Defender - Centre-Back,right,Not found,Cádiz CF,45056,-,Not found,7,488,59,Yes,45056,Not found,6,"players corrected transfer

",67089,Cala,Not found,32838,Not found,187,Spain,"DF (CB, left)",Right,2007-2008,17 years,Sevilla B,2007,third scrap,NA,NA,NA,NA,NA,305,25348,23,17,10,Cala,No,Not found,NA,305,25348,23,Defender - Centre-Back,Defender,32838,36,45204,33,15
José Cañas,69609,https://www.transfermarkt.com/jose-alberto-canas/profil/spieler/69609,https://fbref.com/en/players/ab77f2d9/Jose-Canas,39877,21 years 11 months 06 days,21,LaLiga,40491,23 years 03 months 15 days,23,Segunda División,21,players corrected,José Cañas,Success,69609,spieler,José Alberto Cañas,27/05/1987,Rota,"1,78",Spain,Midfield - Defensive Midfield,right,Not found,Manchester 62,28/08/2024,30/06/2026,Not found,8,309,53,No,Not found,87,5,"players corrected transfer

",69609,José Cañas,Not found,"May 27, 1987 (Age: 38-193d)","Rota, Spain",177,Not found,MF (DM),Right,2008-2009,21 years,Betis,2008,players corrected fbref,NA,NA,NA,NA,NA,271,19501,5,13,6,José Cañas,No,Not found,NA,271,19501,5,Midfield - Defensive Midfield,Midfield,31924,38,NA,NA,17
Mohamed Gedo,104941,https://www.transfermarkt.com/gedo/profil/spieler/104941,https://fbref.com/en/players/814ef6ba/Mohamed-Gedo,38694,20 years 09 months 13 days,20,Egyptian Premier League,41519,28 years 03 months 10 days,28,Championship,20,players corrected,Mohamed Gedo,Success,104941,spieler,Gedo,30/10/1984,Damanhour,"1,84",Egypt,Attack - Centre-Forward,right,Not found,El Gouna,44470,-,Not found,5,394,41,Yes,44470,Not found,4,"players corrected transfer

",104941,Mohamed Gedo,Not found,30985,Not found,Not found,Not found,FW,Not found,2012-2013,27 years,Hull City,2012,first scrap players fbref,NA,NA,NA,NA,NA,14,853,5,2,1,Mohamed Gedo,No,Not found,NA,14,853,5,Attack - Centre-Forward,Attack,30985,41,44206,36,16
Mats Møller Dæhli,190831,https://www.transfermarkt.com/mats-moller-daehli/profil/spieler/190831,https://fbref.com/en/players/fcf5211e/Mats-Moller-Daehli,41341,18 years 05 months 01 day,18,Eliteserien,41859,19 years 05 months 06 days,19,Championship,18,players corrected,Mats Møller Dæhli,Success,190831,spieler,Mats Møller Dæhli,34733,Oslo,"1,72",Norway,Midfield - Central Midfield,right,Not found,Molde FK,31/01/2024,31/12/2027,Not found,16,536,79,No,Not found,17,9,"players corrected transfer

",190831,Mats Møller Dæhli,Not found,"March 2, 1995 (Age: 30-268d)","Oslo, Norway",172,Norway,FW-MF (AM-CM),Right,2013,17 years,Molde,Not found,first scrap players fbref,Mats Møller Dæhli,33,1524,2,10,289,20760,14,15,6,Mats Møller Dæhli,No,Not found,NA,322,22284,16,Midfield - Central Midfield,Midfield,34760,30,NA,NA,12
Liam O'Neil,141349,https://www.transfermarkt.com/liam-oneil/profil/spieler/141349,https://fbref.com/en/players/22e07c17/Liam-ONeil,15/04/2012,18 years 08 months 15 days,18,Veikkausliiga,No second tier career,No second tier career,No second tier career,No second tier career,18,players corrected,Liam O'Neil,Success,141349,spieler,Liam O'Neil,31/07/1993,Cambridge,"1,81",England  Wales,Midfield - Defensive Midfield,right,Not found,Boreham Wood,45150,-,Not found,0,0,0,Yes,45150,Not found,0,"players corrected transfer

",305069,Liam O'Neil,Not found,34181,Not found,173,Not found,DF-MF (CM),Right,2012,18 years,VPS,Not found,first scrap players fbref,NA,NA,NA,NA,NA,257,16703,12,12,6,Liam O'Neil,No,Not found,NA,257,16703,12,Midfield - Defensive Midfield,Midfield,34181,32,45268,30,12
Willian,52769,https://www.transfermarkt.com/willian/profil/spieler/52769,https://fbref.com/en/players/8b9ebd03/Willian,38728,18 years 02 months 23 days,18,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,18,players corrected,Willian,Success,52769,spieler,Willian,32394,Ribeirão Pires,"1,75",Brazil,Attack - Left Winger,right,Not found,Grêmio,45786,31/12/2026,Puma,17,276,49,No,Not found,88,9,"players corrected transfer

",52769,Willian,Not found,"August 9, 1988 (Age: 37-122d)","Ribeirão Pires, Brazil",175,Brazil,FW-MF (AM),Right,2007-2008,18 years,Shakhtar,2007,third scrap,Willian,53,2984,7,6,697,45419,104,20,8,Willian,No,Not found,NA,750,48403,111,Attack - Left Winger,Attack,32364,37,NA,NA,19
James Wilson,214104,https://www.transfermarkt.com/james-wilson/profil/spieler/214104,https://fbref.com/en/players/b0d786ee/James-Wilson,41795,18 years 05 months 05 days,18,Premier League,28/11/2015,19 years 11 months 28 days,19,Championship,18,players corrected,James Wilson,Success,214104,spieler,James Wilson,34711,Biddulph,"1,83",England,Attack - Centre-Forward,left,Not found,Without Club,45664,-,adidas,5,395,58,No,Not found,Not found,3,"players corrected transfer

",214104,James Wilson,Not found,"December 1, 1995 (Age: 30-008d)","Biddulph, England, United Kingdom",180,England eng,FW-MF,Left,2013-2014,17 years,Manchester Utd,2013,third scrap,NA,NA,NA,NA,NA,236,13006,43,12,8,James Wilson,No,Not found,NA,236,13006,43,Attack - Centre-Forward,Attack,35034,30,NA,NA,12
Michael Duff,36894,https://www.transfermarkt.com/michael-duff/profil/spieler/36894,https://fbref.com/en/players/eabdc970/Michael-Duff,20/12/2009,31 years 11 months 09 days,31,Premier League,38176,26 years 06 months 27 days,26,Championship,26,players corrected,Michael Duff,Success,36894,spieler,Michael Duff,28795,Belfast,"1,85",Northern Ireland,Defender - Centre-Back,right,Not found,Burnley,42376,-,Not found,1,40,8,Yes,42376,Not found,1,"players corrected transfer

",36894,Michael Duff,Not found,28501,Not found,185,Northern Ireland nir,DF (CB),Right,2002-2003,24 years,Cheltenham,2002,players corrected fbref,Michael Duff,11,816,1,2,429,36476,10,14,2,Michael Duff,No,Not found,NA,440,37292,11,Defender - Centre-Back,Defender,28501,47,42552,38,12
